[NN] ||| transplantation ||| transplant ||| 0-0 ||| 0.6666666666666666 ||| OtherRelated
[NNS] ||| snowstorms ||| snows ||| 0-0 ||| 0.5 ||| OtherRelated
[NNS] ||| caregivers ||| givers ||| 0-0 ||| 0.6 ||| ForwardEntailment
[VBN] ||| constrained ||| restrained ||| 0-0 ||| 0.9090909090909091 ||| Equivalence
[RB] ||| consciously ||| knowingly ||| 0-0 ||| 0.8181818181818182 ||| Equivalence
[NNS] ||| embryonic ||| embryos ||| 0-0 ||| 0.7777777777777778 ||| ReverseEntailment
[VBG] ||| encouraging ||| enhancing ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBG] ||| enhancing ||| encourage ||| 0-0 ||| 1.0 ||| Independent
[NNS] ||| screenwriters ||| songwriters ||| 0-0 ||| 0.8461538461538461 ||| Independent
[NNS] ||| accountabilities ||| accountable ||| 0-0 ||| 0.6875 ||| OtherRelated
[NNS] ||| reclassifications ||| classifications ||| 0-0 ||| 0.8823529411764706 ||| ReverseEntailment
[NNS] ||| songwriters ||| writers ||| 0-0 ||| 0.6363636363636364 ||| ReverseEntailment
[RB] ||| undoubtedly ||| undeniably ||| 0-0 ||| 0.9090909090909091 ||| Equivalence
[NN] ||| plundering ||| pillage ||| 0-0 ||| 0.7 ||| Equivalence
[JJ] ||| postgraduate ||| graduate ||| 0-0 ||| 0.6666666666666666 ||| ReverseEntailment
[NN] ||| pharmacological ||| pharmacologic ||| 0-0 ||| 0.8666666666666667 ||| OtherRelated
[JJ] ||| surprised ||| amazed ||| 0-0 ||| 0.6666666666666666 ||| Equivalence
[VBN] ||| closure ||| closed ||| 0-0 ||| 0.8571428571428571 ||| Independent
[NNS] ||| lashings ||| lashes ||| 0-0 ||| 0.75 ||| ReverseEntailment
[RB] ||| enormously ||| hugely ||| 0-0 ||| 0.6 ||| Equivalence
[VBN] ||| predetermined ||| predestined ||| 0-0 ||| 0.8461538461538461 ||| Independent
[JJ] ||| ensures ||| ensure ||| 0-0 ||| 0.8571428571428571 ||| Equivalence
[VBN] ||| regularized ||| formalized ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VB] ||| useable ||| usable ||| 0-0 ||| 0.8571428571428571 ||| Equivalence
[NNS] ||| by-laws ||| bylaws ||| 0-0 ||| 0.8571428571428571 ||| Equivalence
[NNS] ||| kilometres ||| metres ||| 0-0 ||| 0.6 ||| ForwardEntailment
[NNPS] ||| evaluations ||| assessments ||| 0-0 ||| 1.0 ||| Equivalence
[VBG] ||| reorganizing ||| reorganising ||| 0-0 ||| 1.0 ||| OtherRelated
[VBZ] ||| insulates ||| isolates ||| 0-0 ||| 0.8888888888888888 ||| Equivalence
[JJ] ||| displaying ||| display ||| 0-0 ||| 0.7 ||| Equivalence
[VBZ] ||| boundaries ||| bounds ||| 0-0 ||| 0.6 ||| ForwardEntailment
[VBN] ||| strengthened ||| furthered ||| 0-0 ||| 0.75 ||| Independent
[VBZ] ||| supplies ||| supplier ||| 0-0 ||| 1.0 ||| OtherRelated
[VBN] ||| intertwined ||| entwined ||| 0-0 ||| 0.7272727272727273 ||| Equivalence
[VBN] ||| interlaced ||| laced ||| 0-0 ||| 0.5 ||| ForwardEntailment
[NNS] ||| folktales ||| tales ||| 0-0 ||| 0.5555555555555556 ||| ReverseEntailment
[JJ] ||| azerbaijanis ||| azerbaijani ||| 0-0 ||| 0.9166666666666666 ||| Equivalence
[NNS] ||| inconsistencies ||| inefficiencies ||| 0-0 ||| 0.9333333333333333 ||| Independent
[VBZ] ||| facilitates ||| contributes ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| facilitating ||| contributes ||| 0-0 ||| 0.9166666666666666 ||| Independent
[NN] ||| reporting ||| report ||| 0-0 ||| 0.6666666666666666 ||| Equivalence
[NN] ||| reporting ||| reports ||| 0-0 ||| 0.7777777777777778 ||| Equivalence
[NN] ||| micro-enterprise ||| micro-business ||| 0-0 ||| 0.875 ||| Equivalence
[JJ] ||| transferring ||| transfer ||| 0-0 ||| 0.6666666666666666 ||| Equivalence
[VBN] ||| reappointed ||| nominated ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBG] ||| leveraging ||| levering ||| 0-0 ||| 0.8 ||| ForwardEntailment
[JJ] ||| unfeasible ||| unworkable ||| 0-0 ||| 1.0 ||| Equivalence
[VBZ] ||| retrieves ||| reverts ||| 0-0 ||| 0.7777777777777778 ||| Independent
[NN] ||| picnicking ||| picnic ||| 0-0 ||| 0.6 ||| ReverseEntailment
[JJ] ||| taiwan-invested ||| taiwan-funded ||| 0-0 ||| 0.8666666666666667 ||| Equivalence
[NNS] ||| considerations ||| attention ||| 0-0 ||| 0.6428571428571429 ||| Independent
[JJ] ||| two-stroke ||| 2-stroke ||| 0-0 ||| 0.8 ||| Equivalence
[VBN] ||| originated ||| emanated ||| 0-0 ||| 0.8 ||| Independent
[NN] ||| nomadic ||| nomad ||| 0-0 ||| 0.7142857142857143 ||| OtherRelated
[VBN] ||| traumatized ||| victimized ||| 0-0 ||| 0.9090909090909091 ||| Independent
[UH] ||| conclusions ||| findings ||| 0-0 ||| 0.7272727272727273 ||| OtherRelated
[VBZ] ||| designates ||| assigns ||| 0-0 ||| 0.7 ||| Independent
[VBZ] ||| designate ||| assigns ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBN] ||| connection ||| linked ||| 0-0 ||| 0.6 ||| Independent
[VBD] ||| initiated ||| incited ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBZ] ||| consequences ||| affects ||| 0-0 ||| 0.5833333333333334 ||| Independent
[JJ] ||| pre-determined ||| predefined ||| 0-0 ||| 0.7142857142857143 ||| OtherRelated
[NNS] ||| add-ons ||| addons ||| 0-0 ||| 0.8571428571428571 ||| Independent
[VBZ] ||| arrangements ||| measures ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBZ] ||| interrupts ||| disrupts ||| 0-0 ||| 0.8 ||| Independent
[VBN] ||| uncorroborated ||| corroborated ||| 0-0 ||| 0.8571428571428571 ||| ForwardEntailment
[VBN] ||| complicated ||| escalated ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBN] ||| re-evaluated ||| reassessed ||| 0-0 ||| 0.8333333333333334 ||| Equivalence
[VBD] ||| collaboration ||| contributed ||| 0-0 ||| 0.8461538461538461 ||| Independent
[JJ] ||| prerequisite ||| prior ||| 0-0 ||| 0.4166666666666667 ||| Independent
[VBN] ||| diminished ||| dimmed ||| 0-0 ||| 0.6 ||| Independent
[JJ] ||| automatically ||| automatic ||| 0-0 ||| 0.6923076923076923 ||| OtherRelated
[VBZ] ||| medicaments ||| medicines ||| 0-0 ||| 0.8181818181818182 ||| Equivalence
[VBZ] ||| reinstates ||| reasserts ||| 0-0 ||| 0.9 ||| Independent
[NN] ||| mixing ||| mix ||| 0-0 ||| 0.5 ||| Equivalence
[NN] ||| mixing ||| mixes ||| 0-0 ||| 0.8333333333333334 ||| Equivalence
[NN] ||| reorganization ||| restructuring ||| 0-0 ||| 0.9285714285714286 ||| OtherRelated
[VBZ] ||| memorises ||| memorizes ||| 0-0 ||| 1.0 ||| Independent
[JJ] ||| three-digit ||| 3-digit ||| 0-0 ||| 0.6363636363636364 ||| Equivalence
[VBZ] ||| reorganizes ||| rearranges ||| 0-0 ||| 0.9090909090909091 ||| OtherRelated
[NNS] ||| reformations ||| reforms ||| 0-0 ||| 0.5833333333333334 ||| ForwardEntailment
[VBN] ||| imprisonment ||| jailed ||| 0-0 ||| 0.5 ||| OtherRelated
[VBZ] ||| survives ||| exists ||| 0-0 ||| 0.75 ||| OtherRelated
[VBZ] ||| infrastructures ||| infrastructure ||| 0-0 ||| 0.9333333333333333 ||| Equivalence
[VBZ] ||| adjustments ||| adapts ||| 0-0 ||| 0.5454545454545454 ||| Independent
[VBZ] ||| adjustments ||| adapting ||| 0-0 ||| 0.7272727272727273 ||| Independent
[NNPS] ||| homelands ||| homes ||| 0-0 ||| 0.5555555555555556 ||| OtherRelated
[VBD] ||| directorate ||| directed ||| 0-0 ||| 0.7272727272727273 ||| Independent
[NN] ||| fervour ||| fervor ||| 0-0 ||| 0.8571428571428571 ||| Equivalence
[VBN] ||| presented ||| proposed ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBD] ||| applications ||| application ||| 0-0 ||| 0.9166666666666666 ||| Equivalence
[NNS] ||| handguns ||| guns ||| 0-0 ||| 0.5 ||| ReverseEntailment
[NN] ||| thunderstorm ||| storm ||| 0-0 ||| 0.4166666666666667 ||| ReverseEntailment
[NNS] ||| expositions ||| expos ||| 0-0 ||| 0.45454545454545453 ||| ReverseEntailment
[NNS] ||| speedboats ||| boats ||| 0-0 ||| 0.5 ||| ForwardEntailment
[VBN] ||| revisited ||| retrieved ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| projections ||| predicts ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBN] ||| progressed ||| forwarded ||| 0-0 ||| 0.9 ||| Independent
[VBD] ||| alignment ||| aligned ||| 0-0 ||| 0.7777777777777778 ||| OtherRelated
[VBN] ||| encapsulated ||| enunciated ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBN] ||| fertilized ||| fertilised ||| 0-0 ||| 1.0 ||| Equivalence
[NNP] ||| needed ||| needs ||| 0-0 ||| 0.8333333333333334 ||| OtherRelated
[NNP] ||| needed ||| need ||| 0-0 ||| 0.6666666666666666 ||| OtherRelated
[VBG] ||| reaffirmed ||| restating ||| 0-0 ||| 0.9 ||| Independent
[VBG] ||| restating ||| reaffirms ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| initiated ||| generated ||| 0-0 ||| 1.0 ||| Independent
[VBG] ||| reaffirming ||| restating ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBZ] ||| manages ||| engages ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| constrained ||| restrained ||| 0-0 ||| 0.9090909090909091 ||| Equivalence
[VBZ] ||| summarises ||| sums ||| 0-0 ||| 0.4 ||| OtherRelated
[NNS] ||| cooperatives ||| cooperation ||| 0-0 ||| 0.9166666666666666 ||| Independent
[NNS] ||| cooperatives ||| cooperations ||| 0-0 ||| 1.0 ||| Independent
[NN] ||| editor-in-chief ||| editor ||| 0-0 ||| 0.4 ||| ReverseEntailment
[NNS] ||| depositories ||| deposits ||| 0-0 ||| 0.6666666666666666 ||| ForwardEntailment
[VBZ] ||| paralyses ||| paralyzes ||| 0-0 ||| 1.0 ||| OtherRelated
[VBZ] ||| substantiates ||| reiterates ||| 0-0 ||| 0.7692307692307693 ||| Independent
[VBD] ||| showcased ||| showed ||| 0-0 ||| 0.6666666666666666 ||| Independent
[NNS] ||| subsystems ||| systems ||| 0-0 ||| 0.7 ||| ForwardEntailment
[NNPS] ||| plug-ins ||| plugins ||| 0-0 ||| 0.875 ||| Equivalence
[VBD] ||| overturned ||| overruled ||| 0-0 ||| 0.9 ||| OtherRelated
[VBG] ||| participating ||| cooperation ||| 0-0 ||| 0.8461538461538461 ||| Independent
[NNS] ||| requirements ||| requires ||| 0-0 ||| 0.6666666666666666 ||| Independent
[NN] ||| re-establishment ||| restoration ||| 0-0 ||| 0.6875 ||| OtherRelated
[NN] ||| self-esteem ||| self-worth ||| 0-0 ||| 0.9090909090909091 ||| OtherRelated
[VBZ] ||| vacates ||| ceases ||| 0-0 ||| 0.8571428571428571 ||| Independent
[CD] ||| thirty-nine ||| 39 ||| 0-0 ||| 0.18181818181818182 ||| Equivalence
[JJ] ||| brotherly ||| fraternal ||| 0-0 ||| 1.0 ||| Equivalence
[VBD] ||| forecast ||| foresaw ||| 0-0 ||| 0.875 ||| OtherRelated
[VBD] ||| forecasted ||| foresaw ||| 0-0 ||| 0.7 ||| OtherRelated
[NNS] ||| householders ||| holders ||| 0-0 ||| 0.5833333333333334 ||| ForwardEntailment
[JJ] ||| out-of-date ||| outmoded ||| 0-0 ||| 0.7272727272727273 ||| Equivalence
[VBN] ||| guaranteed ||| guarded ||| 0-0 ||| 0.7 ||| Independent
[VBN] ||| interviewed ||| reviewed ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBN] ||| re-launched ||| launched ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBN] ||| continuous ||| continued ||| 0-0 ||| 0.9 ||| Equivalence
[VBD] ||| legislative ||| legislated ||| 0-0 ||| 0.9090909090909091 ||| OtherRelated
[VBN] ||| resolution ||| resolved ||| 0-0 ||| 0.8 ||| Independent
[VBP] ||| originated ||| belong ||| 0-0 ||| 0.6 ||| Independent
[VBZ] ||| discontinues ||| stops ||| 0-0 ||| 0.4166666666666667 ||| Independent
[JJ] ||| ridiculous ||| absurd ||| 0-0 ||| 0.6 ||| OtherRelated
[VBG] ||| rejuvenating ||| revitalising ||| 0-0 ||| 1.0 ||| Equivalence
[VBG] ||| identifying ||| verifying ||| 0-0 ||| 0.8181818181818182 ||| OtherRelated
[VBZ] ||| relevant ||| matters ||| 0-0 ||| 0.875 ||| Independent
[JJ] ||| dopaminergic ||| dopamine ||| 0-0 ||| 0.6666666666666666 ||| OtherRelated
[VBN] ||| authenticated ||| validated ||| 0-0 ||| 0.6923076923076923 ||| Independent
[VBZ] ||| incorporate ||| combines ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBZ] ||| incorporates ||| combines ||| 0-0 ||| 0.6666666666666666 ||| Independent
[NNS] ||| outbuildings ||| buildings ||| 0-0 ||| 0.75 ||| ForwardEntailment
[NNS] ||| medalists ||| medals ||| 0-0 ||| 0.6666666666666666 ||| ReverseEntailment
[VBD] ||| formalized ||| formal ||| 0-0 ||| 0.6 ||| Independent
[JJ] ||| forty-seven ||| 47 ||| 0-0 ||| 0.18181818181818182 ||| OtherRelated
[VBD] ||| prioritised ||| priority ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBD] ||| self-monitored ||| monitored ||| 0-0 ||| 0.6428571428571429 ||| ForwardEntailment
[NN] ||| cancellation ||| annulment ||| 0-0 ||| 0.75 ||| Equivalence
[NNS] ||| finnish ||| finns ||| 0-0 ||| 0.7142857142857143 ||| ForwardEntailment
[NNS] ||| pleadings ||| pleads ||| 0-0 ||| 0.6666666666666666 ||| Independent
[JJ] ||| experiences ||| experience ||| 0-0 ||| 0.9090909090909091 ||| Equivalence
[VBZ] ||| headings ||| headers ||| 0-0 ||| 0.875 ||| ReverseEntailment
[VBZ] ||| headers ||| heads ||| 0-0 ||| 0.7142857142857143 ||| ReverseEntailment
[NNS] ||| protestors ||| protesters ||| 0-0 ||| 1.0 ||| Equivalence
[VBD] ||| communicated ||| articulated ||| 0-0 ||| 0.9166666666666666 ||| Independent
[NNS] ||| grandchildren ||| children ||| 0-0 ||| 0.6153846153846154 ||| ForwardEntailment
[FW] ||| www.virtualmuseum.ca ||| www.museevirtuel.ca ||| 0-0 ||| 0.95 ||| Equivalence
[VBN] ||| deteriorated ||| decimated ||| 0-0 ||| 0.75 ||| Independent
[VBG] ||| signatories ||| signing ||| 0-0 ||| 0.6363636363636364 ||| OtherRelated
[VBZ] ||| proposals ||| suggests ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBG] ||| reiterating ||| re-affirmed ||| 0-0 ||| 1.0 ||| Independent
[NNS] ||| cease-fires ||| fires ||| 0-0 ||| 0.45454545454545453 ||| OtherRelated
[VBZ] ||| contemplates ||| completes ||| 0-0 ||| 0.75 ||| Independent
[NNS] ||| laborers ||| labors ||| 0-0 ||| 0.75 ||| ReverseEntailment
[JJ] ||| inter-disciplinary ||| cross-disciplinary ||| 0-0 ||| 1.0 ||| OtherRelated
[JJ] ||| authenticating ||| authenticate ||| 0-0 ||| 0.8571428571428571 ||| Equivalence
[JJ] ||| mobilizing ||| mobilize ||| 0-0 ||| 0.8 ||| Equivalence
[NNS] ||| lifestyles ||| styles ||| 0-0 ||| 0.6 ||| ForwardEntailment
[VBD] ||| periodically ||| regularly ||| 0-0 ||| 0.75 ||| Equivalence
[VBD] ||| exported ||| marketed ||| 0-0 ||| 1.0 ||| OtherRelated
[VB] ||| useable ||| usable ||| 0-0 ||| 0.8571428571428571 ||| Equivalence
[VBZ] ||| benefits ||| profits ||| 0-0 ||| 0.875 ||| OtherRelated
[VB] ||| re-consider ||| re-examine ||| 0-0 ||| 0.9090909090909091 ||| OtherRelated
[VBD] ||| reduction ||| declined ||| 0-0 ||| 0.8888888888888888 ||| Equivalence
[VBZ] ||| prioritises ||| priority ||| 0-0 ||| 0.7272727272727273 ||| OtherRelated
[VBD] ||| increased ||| decreased ||| 0-0 ||| 1.0 ||| Independent
[NN] ||| compensation ||| reparation ||| 0-0 ||| 0.8333333333333334 ||| OtherRelated
[NNS] ||| skiers ||| skis ||| 0-0 ||| 0.6666666666666666 ||| ForwardEntailment
[VBZ] ||| consideration ||| discusses ||| 0-0 ||| 0.6923076923076923 ||| Independent
[VBG] ||| innovating ||| innovation ||| 0-0 ||| 1.0 ||| OtherRelated
[VBZ] ||| positions ||| spots ||| 0-0 ||| 0.5555555555555556 ||| Independent
[NN] ||| incarceration ||| imprisonment ||| 0-0 ||| 0.9230769230769231 ||| Equivalence
[VBG] ||| acquisition ||| acquiring ||| 0-0 ||| 0.8181818181818182 ||| OtherRelated
[JJ] ||| vice-chairmen ||| vice-chair ||| 0-0 ||| 0.7692307692307693 ||| OtherRelated
[NNS] ||| reasonable ||| reasons ||| 0-0 ||| 0.7 ||| Independent
[VBN] ||| initialized ||| initialled ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBZ] ||| clears ||| cleans ||| 0-0 ||| 1.0 ||| Independent
[NNPS] ||| foodstuffs ||| foods ||| 0-0 ||| 0.5 ||| ReverseEntailment
[NNS] ||| internes ||| interns ||| 0-0 ||| 0.875 ||| ReverseEntailment
[VBD] ||| acknowledged ||| recognition ||| 0-0 ||| 0.9166666666666666 ||| OtherRelated
[NNS] ||| appellants ||| applicants ||| 0-0 ||| 1.0 ||| OtherRelated
[VBN] ||| participate ||| attended ||| 0-0 ||| 0.7272727272727273 ||| OtherRelated
[VBN] ||| participated ||| attended ||| 0-0 ||| 0.6666666666666666 ||| OtherRelated
[VBG] ||| re-emphasizing ||| re-affirming ||| 0-0 ||| 0.8571428571428571 ||| Independent
[NNS] ||| carmakers ||| makers ||| 0-0 ||| 0.6666666666666666 ||| ForwardEntailment
[JJ] ||| philippine-american ||| philippine-us ||| 0-0 ||| 0.6842105263157895 ||| Equivalence
[NNS] ||| storerooms ||| stores ||| 0-0 ||| 0.6 ||| ForwardEntailment
[VBD] ||| relevant ||| related ||| 0-0 ||| 0.875 ||| Independent
[VBD] ||| commandeered ||| commanded ||| 0-0 ||| 0.75 ||| OtherRelated
[VBD] ||| relating ||| relevant ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| activated ||| actuated ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBD] ||| recommendations ||| advised ||| 0-0 ||| 0.4666666666666667 ||| Independent
[VBZ] ||| unifies ||| unites ||| 0-0 ||| 0.8571428571428571 ||| OtherRelated
[VBZ] ||| unifies ||| unite ||| 0-0 ||| 0.7142857142857143 ||| OtherRelated
[NNS] ||| sub-programs ||| subprograms ||| 0-0 ||| 0.9166666666666666 ||| Independent
[JJ] ||| nineteenth-century ||| 19th-century ||| 0-0 ||| 0.6666666666666666 ||| Equivalence
[VBZ] ||| misleads ||| leads ||| 0-0 ||| 0.625 ||| ReverseEntailment
[VBD] ||| informed ||| formed ||| 0-0 ||| 0.75 ||| Independent
[VBD] ||| provoked ||| evoked ||| 0-0 ||| 0.75 ||| Independent
[VBD] ||| informing ||| notified ||| 0-0 ||| 0.8888888888888888 ||| Equivalence
[VBD] ||| notified ||| inform ||| 0-0 ||| 0.75 ||| Equivalence
[VBD] ||| notified ||| informed ||| 0-0 ||| 1.0 ||| Equivalence
[VBZ] ||| headquarters ||| head ||| 0-0 ||| 0.3333333333333333 ||| Independent
[VBN] ||| discontinued ||| disbanded ||| 0-0 ||| 0.75 ||| Independent
[NNS] ||| webpages ||| pages ||| 0-0 ||| 0.625 ||| ForwardEntailment
[VBG] ||| conforming ||| complying ||| 0-0 ||| 0.9 ||| Independent
[VBD] ||| boundary ||| bounded ||| 0-0 ||| 0.875 ||| ForwardEntailment
[VBG] ||| stimulating ||| motivating ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBG] ||| recapitulating ||| reiterating ||| 0-0 ||| 0.7857142857142857 ||| Independent
[CC] ||| acknowledge ||| recognize ||| 0-0 ||| 0.8181818181818182 ||| OtherRelated
[NN] ||| goalkeeper ||| goalie ||| 0-0 ||| 0.6 ||| Equivalence
[VBD] ||| tosupported ||| supported ||| 0-0 ||| 0.8181818181818182 ||| ReverseEntailment
[VBD] ||| characteristics ||| characterized ||| 0-0 ||| 0.8666666666666667 ||| Independent
[JJ] ||| under-utilised ||| underused ||| 0-0 ||| 0.6428571428571429 ||| OtherRelated
[VBN] ||| needless ||| needed ||| 0-0 ||| 0.75 ||| Independent
[VBZ] ||| assesses ||| examines ||| 0-0 ||| 1.0 ||| Independent
[JJ] ||| higher-performance ||| high-performance ||| 0-0 ||| 0.8888888888888888 ||| ForwardEntailment
[VBZ] ||| demonstrates ||| validates ||| 0-0 ||| 0.75 ||| Independent
[VBN] ||| stockpiled ||| stocked ||| 0-0 ||| 0.7 ||| ReverseEntailment
[JJ] ||| al-qaida ||| al-qaeda ||| 0-0 ||| 1.0 ||| Equivalence
[VBN] ||| delayed ||| laid ||| 0-0 ||| 0.5714285714285714 ||| Independent
[NN] ||| peace-building ||| peacemaking ||| 0-0 ||| 0.7857142857142857 ||| OtherRelated
[VBN] ||| substantiated ||| vindicated ||| 0-0 ||| 0.7692307692307693 ||| Independent
[RB] ||| exceptionally ||| unusually ||| 0-0 ||| 0.6923076923076923 ||| Equivalence
[NN] ||| understanding ||| understand ||| 0-0 ||| 0.7692307692307693 ||| Equivalence
[NNS] ||| legislatures ||| legislative ||| 0-0 ||| 0.9166666666666666 ||| OtherRelated
[VBG] ||| framework ||| framing ||| 0-0 ||| 0.7777777777777778 ||| OtherRelated
[NNS] ||| conditions ||| standards ||| 0-0 ||| 0.9 ||| Independent
[VBN] ||| underestimated ||| overestimated ||| 0-0 ||| 0.9285714285714286 ||| ReverseEntailment
[VBG] ||| passports ||| passport ||| 0-0 ||| 0.8888888888888888 ||| Equivalence
[NNS] ||| chancelleries ||| chanceries ||| 0-0 ||| 0.7692307692307693 ||| Equivalence
[NNS] ||| friendships ||| friends ||| 0-0 ||| 0.6363636363636364 ||| ReverseEntailment
[NNS] ||| organizations ||| associations ||| 0-0 ||| 0.9230769230769231 ||| ForwardEntailment
[NNS] ||| battleships ||| ships ||| 0-0 ||| 0.45454545454545453 ||| ReverseEntailment
[NNS] ||| organization ||| associations ||| 0-0 ||| 1.0 ||| ForwardEntailment
[VBN] ||| accommodated ||| catered ||| 0-0 ||| 0.5833333333333334 ||| Independent
[VBD] ||| deprived ||| derived ||| 0-0 ||| 0.875 ||| Independent
[NNS] ||| wildflowers ||| flowers ||| 0-0 ||| 0.6363636363636364 ||| ReverseEntailment
[NN] ||| seventy-eight ||| 78 ||| 0-0 ||| 0.15384615384615385 ||| Equivalence
[VBN] ||| qualifications ||| qualified ||| 0-0 ||| 0.6428571428571429 ||| Independent
[NNPS] ||| commandos ||| commands ||| 0-0 ||| 0.8888888888888888 ||| OtherRelated
[NNS] ||| systems ||| regime ||| 0-0 ||| 0.8571428571428571 ||| Independent
[NNS] ||| regimes ||| system ||| 0-0 ||| 0.8571428571428571 ||| Independent
[NNS] ||| phenolics ||| phenols ||| 0-0 ||| 0.7777777777777778 ||| ForwardEntailment
[NNS] ||| systems ||| regimes ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| illustrated ||| replicated ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBN] ||| crystallised ||| crystallized ||| 0-0 ||| 1.0 ||| Equivalence
[NN] ||| tortoise ||| turtle ||| 0-0 ||| 0.75 ||| ForwardEntailment
[NNS] ||| foresters ||| forests ||| 0-0 ||| 0.7777777777777778 ||| ForwardEntailment
[VBZ] ||| diminishes ||| shrinks ||| 0-0 ||| 0.7 ||| Independent
[VB] ||| research ||| search ||| 0-0 ||| 0.75 ||| ReverseEntailment
[NN] ||| laughing ||| laugh ||| 0-0 ||| 0.625 ||| Equivalence
[RB] ||| displays ||| display ||| 0-0 ||| 0.875 ||| Equivalence
[NN] ||| rationing ||| ration ||| 0-0 ||| 0.6666666666666666 ||| Equivalence
[VB] ||| internationalize ||| internationalise ||| 0-0 ||| 1.0 ||| OtherRelated
[VBN] ||| procured ||| acquired ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| hypothesized ||| surmised ||| 0-0 ||| 0.6666666666666666 ||| Independent
[NNS] ||| paediatricians ||| pediatricians ||| 0-0 ||| 0.9285714285714286 ||| Equivalence
[JJ] ||| contested ||| disputed ||| 0-0 ||| 0.8888888888888888 ||| Equivalence
[VBN] ||| comprised ||| composed ||| 0-0 ||| 0.8888888888888888 ||| Equivalence
[VBN] ||| restricted ||| restrained ||| 0-0 ||| 1.0 ||| Equivalence
[NN] ||| configuring ||| configure ||| 0-0 ||| 0.8181818181818182 ||| Equivalence
[VBZ] ||| understands ||| realises ||| 0-0 ||| 0.7272727272727273 ||| Independent
[JJ] ||| e-business ||| e-commerce ||| 0-0 ||| 1.0 ||| OtherRelated
[VBN] ||| implemented ||| fulfilment ||| 0-0 ||| 0.9090909090909091 ||| OtherRelated
[NN] ||| effects ||| effect ||| 0-0 ||| 0.8571428571428571 ||| OtherRelated
[VBN] ||| strengthened ||| boosted ||| 0-0 ||| 0.5833333333333334 ||| Independent
[RB] ||| inadvertently ||| unwittingly ||| 0-0 ||| 0.8461538461538461 ||| OtherRelated
[NNS] ||| brassieres ||| bras ||| 0-0 ||| 0.4 ||| ReverseEntailment
[JJR] ||| lovelier ||| prettier ||| 0-0 ||| 1.0 ||| OtherRelated
[VBD] ||| attended ||| ended ||| 0-0 ||| 0.625 ||| Independent
[VBZ] ||| examines ||| assesses ||| 0-0 ||| 1.0 ||| Independent
[JJ] ||| unattainable ||| unreachable ||| 0-0 ||| 0.9166666666666666 ||| Equivalence
[VBZ] ||| insulation ||| insulates ||| 0-0 ||| 0.9 ||| OtherRelated
[VBG] ||| resolving ||| removing ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBG] ||| cooperating ||| operating ||| 0-0 ||| 0.8181818181818182 ||| ReverseEntailment
[VBG] ||| encouraging ||| enhancing ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBZ] ||| endangers ||| hinders ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBG] ||| encourage ||| enhancing ||| 0-0 ||| 1.0 ||| Independent
[JJ] ||| strengthening ||| enhancing ||| 0-0 ||| 0.6923076923076923 ||| Equivalence
[NNS] ||| cooperations ||| partnerships ||| 0-0 ||| 1.0 ||| Independent
[NNS] ||| partnerships ||| cooperation ||| 0-0 ||| 0.9166666666666666 ||| Independent
[VBZ] ||| deepens ||| expands ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| announcements ||| communicates ||| 0-0 ||| 0.9230769230769231 ||| Independent
[NN] ||| stis ||| sti ||| 0-0 ||| 0.75 ||| OtherRelated
[JJ] ||| german-speaking ||| german-language ||| 0-0 ||| 1.0 ||| Equivalence
[NNPS] ||| assessments ||| evaluations ||| 0-0 ||| 1.0 ||| Equivalence
[VBZ] ||| acknowledges ||| admits ||| 0-0 ||| 0.5 ||| OtherRelated
[VBG] ||| agreement ||| granting ||| 0-0 ||| 0.8888888888888888 ||| Independent
[NNPS] ||| permissions ||| permits ||| 0-0 ||| 0.6363636363636364 ||| OtherRelated
