[NN] ||| transplant ||| transplantation ||| PPDB2.0Score=5.24981 PPDB1.0Score=3.295900 -logp(LHS|e1)=0.18597 -logp(LHS|e2)=0.14031 -logp(e1|LHS)=11.83583 -logp(e1|e2)=1.80507 -logp(e1|e2,LHS)=1.46728 -logp(e2|LHS)=11.47593 -logp(e2|e1)=1.49083 -logp(e2|e1,LHS)=1.10738 AGigaSim=0.63439 Abstract=0 Adjacent=0 CharCountDiff=5 CharLogCR=0.40547 ContainsX=0 Equivalence=0.371472 Exclusion=0.000344 GlueRule=0 GoogleNgramSim=0.03067 Identity=0 Independent=0.078161 Lex(e1|e2)=9.64663 Lex(e2|e1)=59.48919 Lexical=1 LogCount=4.67283 MVLSASim=NA Monotonic=1 OtherRelated=0.372735 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.177287 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98821 TargetFormality=0.98464 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=5.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[JJ] ||| geometric ||| geometrical ||| PPDB2.0Score=4.50724 PPDB1.0Score=2.595190 -logp(LHS|e1)=0.09966 -logp(LHS|e2)=0.09000 -logp(e1|LHS)=12.27713 -logp(e1|e2)=0.59682 -logp(e1|e2,LHS)=0.42966 -logp(e2|LHS)=13.66902 -logp(e2|e1)=1.99837 -logp(e2|e1,LHS)=1.82155 AGigaSim=0.81758 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.20067 ContainsX=0 Equivalence=0.445962 Exclusion=0.000424 GlueRule=0 GoogleNgramSim=0.07356 Identity=0 Independent=0.031985 Lex(e1|e2)=61.43511 Lex(e2|e1)=61.43511 Lexical=1 LogCount=2.30259 MVLSASim=NA Monotonic=1 OtherRelated=0.143030 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.378599 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98923 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[NN] ||| democratization ||| democratisation ||| PPDB2.0Score=4.50720 PPDB1.0Score=3.727850 -logp(LHS|e1)=0.01202 -logp(LHS|e2)=0.01018 -logp(e1|LHS)=10.41772 -logp(e1|e2)=1.69474 -logp(e1|e2,LHS)=1.38729 -logp(e2|LHS)=10.75425 -logp(e2|e1)=2.03311 -logp(e2|e1,LHS)=1.72382 AGigaSim=0.81046 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.481337 Exclusion=0.003117 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.080789 Lex(e1|e2)=59.87293 Lex(e2|e1)=59.87293 Lexical=1 LogCount=4.24850 MVLSASim=NA Monotonic=1 OtherRelated=0.297068 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.137689 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99408 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Equivalence
[NN] ||| slaughtering ||| slaughter ||| PPDB2.0Score=4.50690 PPDB1.0Score=5.456190 -logp(LHS|e1)=0.59521 -logp(LHS|e2)=0.10212 -logp(e1|LHS)=13.59996 -logp(e1|e2)=3.73651 -logp(e1|e2,LHS)=3.67027 -logp(e2|LHS)=11.09004 -logp(e2|e1)=1.71968 -logp(e2|e1,LHS)=1.16035 AGigaSim=0.62486 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.28768 ContainsX=0 Equivalence=0.465316 Exclusion=0.000026 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.025078 Lex(e1|e2)=60.59888 Lex(e2|e1)=60.59888 Lexical=1 LogCount=3.36730 MVLSASim=NA Monotonic=1 OtherRelated=0.184321 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.325258 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99774 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[VBD] ||| accepted ||| acceptance ||| PPDB2.0Score=4.50607 PPDB1.0Score=9.190510 -logp(LHS|e1)=1.68908 -logp(LHS|e2)=7.56318 -logp(e1|LHS)=7.47707 -logp(e1|e2)=4.20050 -logp(e1|e2,LHS)=2.35050 -logp(e2|LHS)=14.14069 -logp(e2|e1)=4.99001 -logp(e2|e1,LHS)=9.01411 AGigaSim=0.34842 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.22314 ContainsX=0 Equivalence=0.101169 Exclusion=0.000093 GlueRule=0 GoogleNgramSim=0.00614 Identity=0 Independent=0.356497 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.089332 PhrasePenalty=1 RarityPenalty=0.04979 ReverseEntailment=0.452910 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99195 TargetFormality=0.99765 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| ReverseEntailment
[NN] ||| patrolling ||| patrol ||| PPDB2.0Score=4.50540 PPDB1.0Score=4.590240 -logp(LHS|e1)=0.31628 -logp(LHS|e2)=0.27528 -logp(e1|LHS)=12.22473 -logp(e1|e2)=2.99522 -logp(e1|e2,LHS)=2.33200 -logp(e2|LHS)=10.78354 -logp(e2|e1)=1.59502 -logp(e2|e1,LHS)=0.89080 AGigaSim=0.52459 Abstract=0 Adjacent=0 CharCountDiff=-4 CharLogCR=-0.51083 ContainsX=0 Equivalence=0.450084 Exclusion=0.000047 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.024498 Lex(e1|e2)=59.88918 Lex(e2|e1)=59.88918 Lexical=1 LogCount=4.21951 MVLSASim=NA Monotonic=1 OtherRelated=0.156826 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.368546 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99528 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-4.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[JJ] ||| interurban ||| inter-city ||| PPDB2.0Score=4.50410 PPDB1.0Score=8.502220 -logp(LHS|e1)=0.92799 -logp(LHS|e2)=0.25593 -logp(e1|LHS)=16.24298 -logp(e1|e2)=4.43408 -logp(e1|e2,LHS)=2.94295 -logp(e2|LHS)=15.20499 -logp(e2|e1)=4.06814 -logp(e2|e1,LHS)=1.90497 AGigaSim=0.52459 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.017130 Exclusion=0.003629 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.186997 Lex(e1|e2)=7.09471 Lex(e2|e1)=62.39060 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.742047 PhrasePenalty=1 RarityPenalty=0.00034 ForwardEntailment=0.050197 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99821 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| OtherRelated
[JJ] ||| harmonized ||| harmonised ||| PPDB2.0Score=4.50370 PPDB1.0Score=3.376200 -logp(LHS|e1)=0.76834 -logp(LHS|e2)=0.44363 -logp(e1|LHS)=10.39722 -logp(e1|e2)=1.79308 -logp(e1|e2,LHS)=1.66782 -logp(e2|LHS)=9.86255 -logp(e2|e1)=1.58312 -logp(e2|e1,LHS)=1.13316 AGigaSim=0.56573 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.473950 Exclusion=0.000607 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.112232 Lex(e1|e2)=59.76595 Lex(e2|e1)=59.76595 Lexical=1 LogCount=4.44265 MVLSASim=NA Monotonic=1 OtherRelated=0.306306 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.106904 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99816 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Equivalence
[JJ] ||| dialectic ||| dialectical ||| PPDB2.0Score=4.50356 PPDB1.0Score=4.445120 -logp(LHS|e1)=1.57351 -logp(LHS|e2)=0.05716 -logp(e1|LHS)=15.54983 -logp(e1|e2)=2.31676 -logp(e1|e2,LHS)=2.48540 -logp(e2|LHS)=13.84508 -logp(e2|e1)=2.12836 -logp(e2|e1,LHS)=0.78065 AGigaSim=0.24298 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.20067 ContainsX=0 Equivalence=0.354869 Exclusion=0.001214 GlueRule=0 GoogleNgramSim=0.03681 Identity=0 Independent=0.126952 Lex(e1|e2)=62.20828 Lex(e2|e1)=62.20828 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.396436 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.120528 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99528 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[CD] ||| seventeen ||| 17 ||| PPDB2.0Score=4.50285 PPDB1.0Score=6.173030 -logp(LHS|e1)=1.31884 -logp(LHS|e2)=0.05329 -logp(e1|LHS)=11.37066 -logp(e1|e2)=5.30769 -logp(e1|e2,LHS)=6.21271 -logp(e2|LHS)=5.66277 -logp(e2|e1)=0.86534 -logp(e2|e1,LHS)=0.50482 AGigaSim=0.49290 Abstract=0 Adjacent=0 CharCountDiff=-7 CharLogCR=-1.50408 ContainsX=0 Equivalence=0.302985 Exclusion=0.000214 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.190691 Lex(e1|e2)=60.70421 Lex(e2|e1)=60.70421 Lexical=1 LogCount=3.29584 MVLSASim=NA Monotonic=1 OtherRelated=0.389689 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.116421 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98924 TargetFormality=0.84348 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-7.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[CD] ||| twenty-five ||| 25 ||| PPDB2.0Score=4.50248 PPDB1.0Score=5.608710 -logp(LHS|e1)=1.01542 -logp(LHS|e2)=0.00124 -logp(e1|LHS)=10.76616 -logp(e1|e2)=4.91886 -logp(e1|e2,LHS)=5.67363 -logp(e2|LHS)=5.52297 -logp(e2|e1)=0.68985 -logp(e2|e1,LHS)=0.43043 AGigaSim=0.55557 Abstract=0 Adjacent=0 CharCountDiff=-9 CharLogCR=-1.70475 ContainsX=0 Equivalence=0.376355 Exclusion=0.000414 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.174529 Lex(e1|e2)=60.33648 Lex(e2|e1)=60.33648 Lexical=1 LogCount=3.66356 MVLSASim=NA Monotonic=1 OtherRelated=0.420183 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.028519 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99025 TargetFormality=0.87780 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-9.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[NN] ||| ill-treatment ||| maltreatment ||| PPDB2.0Score=4.50213 PPDB1.0Score=4.132220 -logp(LHS|e1)=0.23402 -logp(LHS|e2)=0.25625 -logp(e1|LHS)=10.31474 -logp(e1|e2)=1.21462 -logp(e1|e2,LHS)=1.07467 -logp(e2|LHS)=12.03994 -logp(e2|e1)=2.91760 -logp(e2|e1,LHS)=2.79987 AGigaSim=0.78835 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.08004 ContainsX=0 Equivalence=0.525302 Exclusion=0.000731 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.048491 Lex(e1|e2)=59.79539 Lex(e2|e1)=59.79539 Lexical=1 LogCount=4.31749 MVLSASim=NA Monotonic=1 OtherRelated=0.129911 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.295565 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=1.00000 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[JJ] ||| organizational ||| organisational ||| PPDB2.0Score=4.50192 PPDB1.0Score=4.518210 -logp(LHS|e1)=0.15426 -logp(LHS|e2)=0.14119 -logp(e1|LHS)=8.11162 -logp(e1|e2)=1.10335 -logp(e1|e2,LHS)=0.88280 -logp(e2|LHS)=10.41006 -logp(e2|e1)=3.41486 -logp(e2|e1,LHS)=3.18124 AGigaSim=0.65317 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.402557 Exclusion=0.000284 GlueRule=0 GoogleNgramSim=0.01841 Identity=0 Independent=0.148179 Lex(e1|e2)=60.01107 Lex(e2|e1)=60.01107 Lexical=1 LogCount=4.23411 MVLSASim=NA Monotonic=1 OtherRelated=0.399508 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.049472 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99657 TargetFormality=0.98999 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Equivalence
[JJ] ||| unsolved ||| unresolved ||| PPDB2.0Score=4.50191 PPDB1.0Score=4.774460 -logp(LHS|e1)=0.60110 -logp(LHS|e2)=0.01264 -logp(e1|LHS)=12.88383 -logp(e1|e2)=3.53385 -logp(e1|e2,LHS)=3.77428 -logp(e2|LHS)=10.00213 -logp(e2|e1)=1.24061 -logp(e2|e1,LHS)=0.89258 AGigaSim=0.81758 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.22314 ContainsX=0 Equivalence=0.512015 Exclusion=0.000893 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.089802 Lex(e1|e2)=59.97472 Lex(e2|e1)=59.97472 Lexical=1 LogCount=4.11087 MVLSASim=NA Monotonic=1 OtherRelated=0.326094 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.071196 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98555 TargetFormality=0.96130 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[NN] ||| civilisation ||| civilization ||| PPDB2.0Score=4.50123 PPDB1.0Score=3.816300 -logp(LHS|e1)=0.01225 -logp(LHS|e2)=0.36334 -logp(e1|LHS)=10.89401 -logp(e1|e2)=2.23302 -logp(e1|e2,LHS)=1.75976 -logp(e2|LHS)=10.59536 -logp(e2|e1)=1.58328 -logp(e2|e1,LHS)=1.46111 AGigaSim=0.90399 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.488252 Exclusion=0.000091 GlueRule=0 GoogleNgramSim=0.15280 Identity=0 Independent=0.104626 Lex(e1|e2)=60.10823 Lex(e2|e1)=60.10823 Lexical=1 LogCount=3.89182 MVLSASim=NA Monotonic=1 OtherRelated=0.279349 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.127681 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98760 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Equivalence
[UH] ||| exhibitions ||| exhibits ||| PPDB2.0Score=4.50037 PPDB1.0Score=5.235810 -logp(LHS|e1)=5.92292 -logp(LHS|e2)=5.21170 -logp(e1|LHS)=12.10801 -logp(e1|e2)=2.56989 -logp(e1|e2,LHS)=1.91760 -logp(e2|LHS)=11.49282 -logp(e2|e1)=2.66592 -logp(e2|e1,LHS)=1.30242 AGigaSim=0.92851 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.31845 ContainsX=0 Equivalence=0.127309 Exclusion=0.002861 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.190524 Lex(e1|e2)=62.39060 Lex(e2|e1)=62.39060 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.384777 PhrasePenalty=1 RarityPenalty=0.00001 ForwardEntailment=0.294529 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99262 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[NNS] ||| behaviours ||| behaviors ||| PPDB2.0Score=4.50035 PPDB1.0Score=5.617150 -logp(LHS|e1)=0.06591 -logp(LHS|e2)=0.07186 -logp(e1|LHS)=10.16327 -logp(e1|e2)=1.89037 -logp(e1|e2,LHS)=0.94411 -logp(e2|LHS)=12.00564 -logp(e2|e1)=3.72678 -logp(e2|e1,LHS)=2.78648 AGigaSim=0 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.10536 ContainsX=0 Equivalence=0.352010 Exclusion=0.000313 GlueRule=0 GoogleNgramSim=0.04294 Identity=0 Independent=0.145601 Lex(e1|e2)=60.50354 Lex(e2|e1)=60.50354 Lexical=1 LogCount=3.52636 MVLSASim=NA Monotonic=1 OtherRelated=0.266423 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.235653 SourceTerminalsButNoTarget=0 SourceWords=1 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[NNS] ||| behaviour ||| behaviors ||| PPDB2.0Score=4.50035 PPDB1.0Score=7.061420 -logp(LHS|e1)=6.02085 -logp(LHS|e2)=0.07186 -logp(e1|LHS)=14.00408 -logp(e1|e2)=1.55543 -logp(e1|e2,LHS)=5.47087 -logp(e2|LHS)=12.00564 -logp(e2|e1)=5.50599 -logp(e2|e1,LHS)=3.47244 AGigaSim=0.25487 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.352010 Exclusion=0.000313 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.145601 Lex(e1|e2)=61.22747 Lex(e2|e1)=61.22747 Lexical=1 LogCount=2.56495 MVLSASim=NA Monotonic=1 OtherRelated=0.266423 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.235653 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98531 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Equivalence
[VBD] ||| arrangements ||| arranged ||| PPDB2.0Score=4.49935 PPDB1.0Score=8.328020 -logp(LHS|e1)=8.27169 -logp(LHS|e2)=1.55018 -logp(e1|LHS)=13.60517 -logp(e1|e2)=2.73246 -logp(e1|e2,LHS)=5.36686 -logp(e2|LHS)=9.74675 -logp(e2|e1)=5.59556 -logp(e2|e1,LHS)=1.50844 AGigaSim=0.42756 Abstract=0 Adjacent=0 CharCountDiff=-4 CharLogCR=-0.40547 ContainsX=0 Equivalence=0.026760 Exclusion=0.000425 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.420746 Lex(e1|e2)=62.05413 Lex(e2|e1)=62.05413 Lexical=1 LogCount=1.38629 MVLSASim=NA Monotonic=1 OtherRelated=0.157497 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.394572 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99607 TargetFormality=0.99724 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-4.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| arrangements ||| arranging ||| PPDB2.0Score=4.49935 PPDB1.0Score=9.515950 -logp(LHS|e1)=8.27169 -logp(LHS|e2)=6.53117 -logp(e1|LHS)=13.60517 -logp(e1|e2)=2.83565 -logp(e1|e2,LHS)=5.06259 -logp(e2|LHS)=15.70930 -logp(e2|e1)=6.68030 -logp(e2|e1,LHS)=7.16673 AGigaSim=0.20711 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.28768 ContainsX=0 Equivalence=0.026760 Exclusion=0.000425 GlueRule=0 GoogleNgramSim=0.00614 Identity=0 Independent=0.420746 Lex(e1|e2)=63.30685 Lex(e2|e1)=63.30685 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.157497 PhrasePenalty=1 RarityPenalty=0.36788 ForwardEntailment=0.394572 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99607 TargetFormality=0.99724 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[JJ] ||| anti-israeli ||| anti-israel ||| PPDB2.0Score=4.49855 PPDB1.0Score=3.463470 -logp(LHS|e1)=0.00496 -logp(LHS|e2)=0.09167 -logp(e1|LHS)=13.77288 -logp(e1|e2)=1.53759 -logp(e1|e2,LHS)=1.13310 -logp(e2|LHS)=14.24788 -logp(e2|e1)=1.92588 -logp(e2|e1,LHS)=1.60809 AGigaSim=0.66242 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.08701 ContainsX=0 Equivalence=0.400718 Exclusion=0.007313 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.052370 Lex(e1|e2)=61.43510 Lex(e2|e1)=61.43510 Lexical=1 LogCount=2.30259 MVLSASim=NA Monotonic=1 OtherRelated=0.332494 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.207105 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[JJ] ||| harvesting ||| harvest ||| PPDB2.0Score=4.49793 PPDB1.0Score=5.549060 -logp(LHS|e1)=3.33849 -logp(LHS|e2)=6.12783 -logp(e1|LHS)=13.67803 -logp(e1|e2)=3.07956 -logp(e1|e2,LHS)=1.85494 -logp(e2|LHS)=15.85731 -logp(e2|e1)=2.46950 -logp(e2|e1,LHS)=4.03422 AGigaSim=0.76517 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.35667 ContainsX=0 Equivalence=0.526933 Exclusion=0.000004 GlueRule=0 GoogleNgramSim=0.03681 Identity=0 Independent=0.011703 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.115810 PhrasePenalty=1 RarityPenalty=0.00091 ForwardEntailment=0.345551 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99316 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[VBZ] ||| limitations ||| limits ||| PPDB2.0Score=4.49793 PPDB1.0Score=5.650220 -logp(LHS|e1)=6.51927 -logp(LHS|e2)=2.18118 -logp(e1|LHS)=13.78654 -logp(e1|e2)=3.22993 -logp(e1|e2,LHS)=6.07837 -logp(e2|LHS)=8.63881 -logp(e2|e1)=2.42029 -logp(e2|e1,LHS)=0.93063 AGigaSim=0.88192 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.60614 ContainsX=0 Equivalence=0.145017 Exclusion=0.000075 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.339467 Lex(e1|e2)=62.20827 Lex(e2|e1)=62.20827 Lexical=1 LogCount=1.38629 MVLSASim=NA Monotonic=1 OtherRelated=0.092110 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.423331 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99585 TargetFormality=0.99188 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-5.00000 WordLogCR=0 ||| 0-0 ||| ForwardEntailment
[VBZ] ||| limitations ||| limites ||| PPDB2.0Score=4.49793 PPDB1.0Score=10.955400 -logp(LHS|e1)=6.51927 -logp(LHS|e2)=2.41591 -logp(e1|LHS)=13.78654 -logp(e1|e2)=2.29514 -logp(e1|e2,LHS)=4.14622 -logp(e2|LHS)=16.04831 -logp(e2|e1)=8.66026 -logp(e2|e1,LHS)=6.40798 AGigaSim=0.38268 Abstract=0 Adjacent=0 CharCountDiff=-4 CharLogCR=-0.45199 ContainsX=0 Equivalence=0.145017 Exclusion=0.000075 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.339467 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.092110 PhrasePenalty=1 RarityPenalty=0.13534 ForwardEntailment=0.423331 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99585 TargetFormality=0.99188 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-4.00000 WordLogCR=0 ||| 0-0 ||| ForwardEntailment
