Tag|Longer|Shorter|Score|Ratio|Equivalence
[NNS]|entrances|entries|0-0|0.7777777777777778|Equivalence
[NN]|financing|finance|0-0|0.7777777777777778|Equivalence
[JJ]|dedicated|devoted|0-0|0.7777777777777778|Equivalence
[VBG]|differing|varying|0-0|0.7777777777777778|Equivalence
[NNS]|tendering|tenders|0-0|0.7777777777777778|Equivalence
[VBN]|rescinded|revoked|0-0|0.7777777777777778|Equivalence
[NN]|fragility|frailty|0-0|0.7777777777777778|Equivalence
[JJ]|habitable|livable|0-0|0.7777777777777778|Equivalence
[VB]|safeguard|protect|0-0|0.7777777777777778|Equivalence
[VBD]|countries|country|0-0|0.7777777777777778|Equivalence
[JJ]|corrupted|corrupt|0-0|0.7777777777777778|Equivalence
[NNP]|slovakian|slovaks|0-0|0.7777777777777778|Equivalence
[JJ]|authentic|genuine|0-0|0.7777777777777778|Equivalence
[JJ]|realistic|realist|0-0|0.7777777777777778|Equivalence
[NN]|precisely|exactly|0-0|0.7777777777777778|Equivalence
[NNS]|demanding|demands|0-0|0.7777777777777778|Equivalence
[NN]|pillaging|looting|0-0|0.7777777777777778|Equivalence
[NN]|tiredness|fatigue|0-0|0.7777777777777778|Equivalence
[JJ]|welcoming|welcome|0-0|0.7777777777777778|Equivalence
[NNPS]|responses|replies|0-0|0.7777777777777778|Equivalence
[VBZ]|disproves|refutes|0-0|0.7777777777777778|Equivalence
[RB]|humankind|mankind|0-0|0.7777777777777778|Equivalence
[NNP]|jewellery|jewelry|0-0|0.7777777777777778|Equivalence
[JJ]|obligated|obliged|0-0|0.7777777777777778|Equivalence
[JJ]|analysing|analyse|0-0|0.7777777777777778|Equivalence
[VBD]|overthrew|toppled|0-0|0.7777777777777778|Equivalence
[JJ]|migrating|migrate|0-0|0.7777777777777778|Equivalence
[JJ]|emotional|emotive|0-0|0.7777777777777778|Equivalence
[VBD]|resolving|solving|0-0|0.7777777777777778|Equivalence
[VBZ]|prohibits|forbids|0-0|0.7777777777777778|Equivalence
[VBG]|engraving|carving|0-0|0.7777777777777778|Equivalence
[UH]|murderers|killers|0-0|0.7777777777777778|Equivalence
[VBG]|telephone|phoning|0-0|0.7777777777777778|Equivalence
[NNP]|poisoning|poisons|0-0|0.7777777777777778|Equivalence
[JJS]|stupidest|dumbest|0-0|0.7777777777777778|Equivalence
[NN]|answering|answers|0-0|0.7777777777777778|Equivalence
[NNPS]|entrances|entries|0-0|0.7777777777777778|Equivalence
[JJ]|encrypted|encoded|0-0|0.7777777777777778|Equivalence
[VBN]|initiated|started|0-0|0.7777777777777778|Equivalence
[NNS]|budgeting|budgets|0-0|0.7777777777777778|Equivalence
[NN]|packaging|packing|0-0|0.7777777777777778|Equivalence
[VBD]|allocated|alloted|0-0|0.7777777777777778|Equivalence
[VBZ]|denounces|decries|0-0|0.7777777777777778|Equivalence
[VBD]|resolving|settled|0-0|0.7777777777777778|Equivalence
[NNPS]|reporting|reports|0-0|0.7777777777777778|Equivalence
[JJ]|indulgent|lenient|0-0|0.7777777777777778|Equivalence
[VBP]|programme|program|0-0|0.7777777777777778|Equivalence
[RB]|obviously|clearly|0-0|0.7777777777777778|Equivalence
[VBN]|prevented|impeded|0-0|0.7777777777777778|Equivalence
[VBG]|increased|raising|0-0|0.7777777777777778|Equivalence
[VB]|programme|program|0-0|0.7777777777777778|Equivalence
[JJ]|left-wing|leftist|0-0|0.7777777777777778|Equivalence
[NN]|mentality|mindset|0-0|0.7777777777777778|Equivalence
[VB]|suffocate|smother|0-0|0.7777777777777778|Equivalence
[NNS]|mid-1980s|mid-80s|0-0|0.7777777777777778|Equivalence
[NN]|capturing|capture|0-0|0.7777777777777778|Equivalence
[RB]|evidently|clearly|0-0|0.7777777777777778|Equivalence
[JJ]|delighted|pleased|0-0|0.7777777777777778|Equivalence
[JJ]|atheistic|atheist|0-0|0.7777777777777778|Equivalence
[JJ]|numerical|numeric|0-0|0.7777777777777778|Equivalence
[NNS]|interrelationships|inter-linkages|0-0|0.7777777777777778|Equivalence
[JJ]|chartered|charter|0-0|0.7777777777777778|Equivalence
[NN]|reporting|reports|0-0|0.7777777777777778|Equivalence
[NN]|atheistic|atheist|0-0|0.7777777777777778|Equivalence
[VBD]|succeeded|success|0-0|0.7777777777777778|Equivalence
[NNPS]|somalians|somalis|0-0|0.7777777777777778|Equivalence
[VB]|eliminate|deletes|0-0|0.7777777777777778|Equivalence
[VBG]|resolving|solving|0-0|0.7777777777777778|Equivalence
[VBN]|decorated|adorned|0-0|0.7777777777777778|Equivalence
[JJ]|treatable|curable|0-0|0.7777777777777778|Equivalence
[VB]|humankind|mankind|0-0|0.7777777777777778|Equivalence
[JJ]|classical|classic|0-0|0.7777777777777778|Equivalence
[RB]|precisely|exactly|0-0|0.7777777777777778|Equivalence
[JJ]|recycling|recycle|0-0|0.7777777777777778|Equivalence
[NN]|assisting|assists|0-0|0.7777777777777778|Equivalence
[VBN]|decreased|reduced|0-0|0.7777777777777778|Equivalence
[NNS]|combating|combats|0-0|0.7777777777777778|Equivalence
[NNS]|enquiries|inquiry|0-0|0.7777777777777778|Equivalence
[JJ]|botanical|botanic|0-0|0.7777777777777778|Equivalence
[VBZ]|reduction|reduced|0-0|0.7777777777777778|Equivalence
[VBZ]|reduction|reduces|0-0|0.7777777777777778|Equivalence
[JJ]|analogous|similar|0-0|0.7777777777777778|Equivalence
[NNS]|fostering|fosters|0-0|0.7777777777777778|Equivalence
[JJ]|six-party|six-way|0-0|0.7777777777777778|Equivalence
[NNS]|olympians|olympic|0-0|0.7777777777777778|Equivalence
[VBG]|ploughing|plowing|0-0|0.7777777777777778|Equivalence
[NNS]|responses|replies|0-0|0.7777777777777778|Equivalence
[JJ]|disabling|disable|0-0|0.7777777777777778|Equivalence
[NN]|recording|records|0-0|0.7777777777777778|Equivalence
[NN]|archiving|archive|0-0|0.7777777777777778|Equivalence
[NNP]|reviewing|reviews|0-0|0.7777777777777778|Equivalence
[RB]|specifies|specify|0-0|0.7777777777777778|Equivalence
[VBZ]|densities|density|0-0|0.7777777777777778|Equivalence
[VBN]|denounced|decried|0-0|0.7777777777777778|Equivalence
[VBZ]|restricts|hampers|0-0|0.7777777777777778|Equivalence
[VBZ]|increased|raising|0-0|0.7777777777777778|Equivalence
[VBZ]|increases|raising|0-0|0.7777777777777778|Equivalence
[RB]|typically|usually|0-0|0.7777777777777778|Equivalence
[NNPS]|threatens|threats|0-0|0.7777777777777778|Equivalence
[NNP]|financing|funding|0-0|0.7777777777777778|Equivalence
[NN]|dualistic|dualist|0-0|0.7777777777777778|Equivalence
[VBD]|struggled|battled|0-0|0.7777777777777778|Equivalence
[JJ]|bio-fuels|biofuel|0-0|0.7777777777777778|Equivalence
[JJ]|humankind|mankind|0-0|0.7777777777777778|Equivalence
[VBD]|renovated|renewed|0-0|0.7777777777777778|Equivalence
[NN]|excrement|excreta|0-0|0.7777777777777778|Equivalence
[NN]|craftsman|artisan|0-0|0.7777777777777778|Equivalence
[JJ]|exploring|explore|0-0|0.7777777777777778|Equivalence
[VBN]|reduction|reduced|0-0|0.7777777777777778|Equivalence
[JJ]|protected|protect|0-0|0.7777777777777778|Equivalence
[NN]|enhancing|enhance|0-0|0.7777777777777778|Equivalence
[VBZ]|languages|langues|0-0|0.7777777777777778|Equivalence
[JJ]|worthless|useless|0-0|0.7777777777777778|Equivalence
[VBD]|broadened|widened|0-0|0.7777777777777778|Equivalence
[NN]|invoicing|billing|0-0|0.7777777777777778|Equivalence
[VBN]|succeeded|success|0-0|0.7777777777777778|Equivalence
[NNS]|somalians|somalis|0-0|0.7777777777777778|Equivalence
[VBN]|inspected|checked|0-0|0.7777777777777778|Equivalence
[NN]|upgrading|upgrade|0-0|0.7777777777777778|Equivalence
[NNP]|high-tech|hi-tech|0-0|0.7777777777777778|Equivalence
[NN]|multi-polarization|multi-polarity|0-0|0.7777777777777778|Equivalence
[NNPS]|revisions|reviews|0-0|0.7777777777777778|Equivalence
[NNP]|humankind|mankind|0-0|0.7777777777777778|Equivalence
[JJ]|difficult|arduous|0-0|0.7777777777777778|Equivalence
[NN]|promoting|promote|0-0|0.7777777777777778|Equivalence
[NN]|rewriting|rewrite|0-0|0.7777777777777778|Equivalence
[JJ]|libraries|library|0-0|0.7777777777777778|Equivalence
[NNS]|struggles|battles|0-0|0.7777777777777778|Equivalence
[VBD]|detonated|explode|0-0|0.7777777777777778|Equivalence
[JJ]|promoting|promote|0-0|0.7777777777777778|Equivalence
[VBN]|disproved|refuted|0-0|0.7777777777777778|Equivalence
[VBN]|evacuated|evicted|0-0|0.7777777777777778|Equivalence
[JJ]|dualistic|dualist|0-0|0.7777777777777778|Equivalence
[NN]|restoring|restore|0-0|0.7777777777777778|Equivalence
[JJ]|qualified|skilled|0-0|0.7777777777777778|Equivalence
[NN]|vengeance|revenge|0-0|0.7777777777777778|Equivalence
[VBD]|fisheries|fishery|0-0|0.7777777777777778|Equivalence
[JJ]|isolating|isolate|0-0|0.7777777777777778|Equivalence
[VBZ]|decreases|shrinks|0-0|0.7777777777777778|Equivalence
[VBZ]|obstructs|impeded|0-0|0.7777777777777778|Equivalence
[NNS]|analogues|analogs|0-0|0.7777777777777778|Equivalence
[VBZ]|obstructs|impedes|0-0|0.7777777777777778|Equivalence
[VBD]|restarted|resumed|0-0|0.7777777777777778|Equivalence
[NNS]|recalling|recalls|0-0|0.7777777777777778|Equivalence
[JJ]|achieving|achieve|0-0|0.7777777777777778|Equivalence
[VBD]|inspected|checked|0-0|0.7777777777777778|Equivalence
[NNS]|reviewing|reviews|0-0|0.7777777777777778|Equivalence
[IN]|promoting|promote|0-0|0.7777777777777778|Equivalence
[JJ]|prominent|eminent|0-0|0.7777777777777778|Equivalence
[JJ]|enhancing|enhance|0-0|0.7777777777777778|Equivalence
[NN]|high-tech|hi-tech|0-0|0.7777777777777778|Equivalence
[NN]|breathing|breathe|0-0|0.7777777777777778|Equivalence
[VB]|supervise|monitor|0-0|0.7777777777777778|Equivalence
[NN]|stalemate|impasse|0-0|0.7777777777777778|Equivalence
[VBD]|component|element|0-0|0.7777777777777778|Equivalence
[JJ]|restoring|restore|0-0|0.7777777777777778|Equivalence
[NN]|releasing|release|0-0|0.7777777777777778|Equivalence
[JJ]|proposing|propose|0-0|0.7777777777777778|Equivalence
[RB]|seriously|gravely|0-0|0.7777777777777778|Equivalence
[JJ]|important|crucial|0-0|0.7777777777777778|Equivalence
[JJ]|high-tech|hi-tech|0-0|0.7777777777777778|Equivalence
[VBG]|prohibits|banning|0-0|0.7777777777777778|Equivalence
[NNS]|deletions|deleted|0-0|0.7777777777777778|Equivalence
[JJ]|infertile|sterile|0-0|0.7777777777777778|Equivalence
[JJ]|licensing|license|0-0|0.7777777777777778|Equivalence
[RB]|primarily|chiefly|0-0|0.7777777777777778|Equivalence
[JJ]|2005-2006|2005-06|0-0|0.7777777777777778|Equivalence
[JJ]|defaulted|default|0-0|0.7777777777777778|Equivalence
[JJ]|heartfelt|sincere|0-0|0.7777777777777778|Equivalence
[JJ]|expresses|express|0-0|0.7777777777777778|Equivalence
[JJ]|published|publish|0-0|0.7777777777777778|Equivalence
[NN]|licensing|license|0-0|0.7777777777777778|Equivalence
[NN]|sincerity|honesty|0-0|0.7777777777777778|Equivalence
[NN]|migrating|migrate|0-0|0.7777777777777778|Equivalence
[NNS]|screaming|screams|0-0|0.7777777777777778|Equivalence
[VBN]|struggled|battled|0-0|0.7777777777777778|Equivalence
[NN]|fragrance|perfume|0-0|0.7777777777777778|Equivalence
[JJ]|monitored|monitor|0-0|0.7777777777777778|Equivalence
[NN]|balancing|balance|0-0|0.7777777777777778|Equivalence
[VBG]|obtaining|gaining|0-0|0.7777777777777778|Equivalence
[JJ]|laborious|arduous|0-0|0.7777777777777778|Equivalence
[VB]|resolving|solving|0-0|0.7777777777777778|Equivalence
[VBN]|decreased|receded|0-0|0.7777777777777778|Equivalence
[JJ]|fisheries|fishery|0-0|0.7777777777777778|Equivalence
[NN]|humankind|mankind|0-0|0.7777777777777778|Equivalence
[NN]|jewellery|jewelry|0-0|0.7777777777777778|Equivalence
[NNS]|targeting|targets|0-0|0.7777777777777778|Equivalence
[VBZ]|positions|stances|0-0|0.7777777777777778|Equivalence
[NN]|measuring|measure|0-0|0.7777777777777778|Equivalence
[NN]|servicing|service|0-0|0.7777777777777778|Equivalence
[JJ]|pyramidal|pyramid|0-0|0.7777777777777778|Equivalence
[JJ]|six-month|6-month|0-0|0.7777777777777778|Equivalence
[VBD]|denounced|condemn|0-0|0.7777777777777778|Equivalence
[VBZ]|obligates|obliges|0-0|0.7777777777777778|Equivalence
[NN]|headphone|headset|0-0|0.7777777777777778|Equivalence
[JJ]|educating|educate|0-0|0.7777777777777778|Equivalence
[NN]|torturing|torture|0-0|0.7777777777777778|Equivalence
[NN]|pillaging|pillage|0-0|0.7777777777777778|Equivalence
[JJ]|archiving|archive|0-0|0.7777777777777778|Equivalence
[JJ]|different|various|0-0|0.7777777777777778|Equivalence
[RB]|generally|usually|0-0|0.7777777777777778|Equivalence
[VBD]|rescinded|revoked|0-0|0.7777777777777778|Equivalence
[NNS]|samplings|samples|0-0|0.7777777777777778|Equivalence
[JJ]|mid-sized|midsize|0-0|0.7777777777777778|Equivalence
[RB]|anxiously|eagerly|0-0|0.7777777777777778|Equivalence
[JJ]|fanatical|fanatic|0-0|0.7777777777777778|Equivalence
[VB]|supervise|oversee|0-0|0.7777777777777778|Equivalence
[UH]|prisoners|inmates|0-0|0.7777777777777778|Equivalence
[JJ]|slovenian|slovene|0-0|0.7777777777777778|Equivalence
[NNP]|designing|designs|0-0|0.7777777777777778|Equivalence
[NN]|catalogue|catalog|0-0|0.7777777777777778|Equivalence
[NN]|programme|program|0-0|0.7777777777777778|Equivalence
[NN]|recycling|recycle|0-0|0.7777777777777778|Equivalence
[JJ]|scheduled|planned|0-0|0.7777777777777778|Equivalence
[VBN]|renovated|renewed|0-0|0.7777777777777778|Equivalence
[NNS]|mid-1990s|mid-90s|0-0|0.7777777777777778|Equivalence
[VBZ]|resolving|solving|0-0|0.7777777777777778|Equivalence
[JJ]|isoenzyme|isozyme|0-0|0.7777777777777778|Equivalence
[VBZ]|obstructs|hinders|0-0|0.7777777777777778|Equivalence
[JJ]|executing|execute|0-0|0.7777777777777778|Equivalence
[NN]|financing|funding|0-0|0.7777777777777778|Equivalence
[NN]|screaming|screams|0-0|0.7777777777777778|Equivalence
[JJ]|packaging|packing|0-0|0.7777777777777778|Equivalence
[NN]|deposited|deposit|0-0|0.7777777777777778|Equivalence
[VBD]|commended|praised|0-0|0.7777777777777778|Equivalence
[VB]|cancelled|rescind|0-0|0.7777777777777778|Equivalence
[VBN]|restarted|resumed|0-0|0.7777777777777778|Equivalence
[VBZ]|programme|program|0-0|0.7777777777777778|Equivalence
[NN]|treachery|treason|0-0|0.7777777777777778|Equivalence
[NN]|supremacy|primacy|0-0|0.7777777777777778|Equivalence
[JJ]|perpetual|eternal|0-0|0.7777777777777778|Equivalence
[JJ]|pointless|useless|0-0|0.7777777777777778|Equivalence
[VBN]|rekindled|revived|0-0|0.7777777777777778|Equivalence
[VBN]|reduction|lowered|0-0|0.7777777777777778|Equivalence
[VBD]|gratitude|thanked|0-0|0.7777777777777778|Equivalence
[VBD]|denounced|decried|0-0|0.7777777777777778|Equivalence
[VBG]|reduction|reduced|0-0|0.7777777777777778|Equivalence
[VBZ]|fisheries|fishery|0-0|0.7777777777777778|Equivalence
[JJ]|six-digit|6-digit|0-0|0.7777777777777778|Equivalence
[VBD]|rekindled|revived|0-0|0.7777777777777778|Equivalence
[JJ]|counterfeiting|counterfeit|0-0|0.7857142857142857|Equivalence
[NN]|acknowledgment|recognition|0-0|0.7857142857142857|Equivalence
[NN]|requisitioning|requisition|0-0|0.7857142857142857|Equivalence
[NN]|re-integration|reinsertion|0-0|0.7857142857142857|Equivalence
[VBN]|decontaminated|disinfected|0-0|0.7857142857142857|Equivalence
[RB]|unquestionably|undoubtedly|0-0|0.7857142857142857|Equivalence
[JJ]|counter-piracy|anti-piracy|0-0|0.7857142857142857|Equivalence
[JJ]|archaeological|archaeology|0-0|0.7857142857142857|Equivalence
[NN]|anti-terrorism|anti-terror|0-0|0.7857142857142857|Equivalence
[VBN]|underestimated|understated|0-0|0.7857142857142857|Equivalence
[NNS]|investigations|investigate|0-0|0.7857142857142857|Equivalence
[JJ]|anti-terrorist|anti-terror|0-0|0.7857142857142857|Equivalence
[JJ]|asian-european|asia-europe|0-0|0.7857142857142857|Equivalence
[NN]|disenchantment|disillusion|0-0|0.7857142857142857|Equivalence
[JJ]|anti-terrorism|anti-terror|0-0|0.7857142857142857|Equivalence
[VBG]|simplification|simplifying|0-0|0.7857142857142857|Equivalence
[NNS]|collaborations|cooperation|0-0|0.7857142857142857|Equivalence
[NN]|multi-sectoral|multisector|0-0|0.7857142857142857|Equivalence
[NN]|co-chairperson|co-chairman|0-0|0.7857142857142857|Equivalence
[VBD]|underestimated|understated|0-0|0.7857142857142857|Equivalence
[NNS]|participations|involvement|0-0|0.7857142857142857|Equivalence
[JJ]|rural-to-urban|rural-urban|0-0|0.7857142857142857|Equivalence
[NN]|fingerprinting|fingerprint|0-0|0.7857142857142857|Equivalence
[NN]|accomplishment|achievement|0-0|0.7857142857142857|Equivalence
[NNPS]|contraventions|infractions|0-0|0.7857142857142857|Equivalence
[NN]|subcontracting|subcontract|0-0|0.7857142857142857|Equivalence
[JJ]|gynaecological|gynaecology|0-0|0.7857142857142857|Equivalence
[NNP]|anti-terrorism|anti-terror|0-0|0.7857142857142857|Equivalence
[JJ]|under-serviced|underserved|0-0|0.7857142857142857|Equivalence
[NN]|disintegration|dissolution|0-0|0.7857142857142857|Equivalence
[JJ]|uncorroborated|unconfirmed|0-0|0.7857142857142857|Equivalence
[JJ]|underdeveloped|undeveloped|0-0|0.7857142857142857|Equivalence
[JJ]|closed-circuit|closed-loop|0-0|0.7857142857142857|Equivalence
[JJ]|interreligious|inter-faith|0-0|0.7857142857142857|Equivalence
[JJ]|south-to-south|south-south|0-0|0.7857142857142857|Equivalence
[JJ]|subcontracting|subcontract|0-0|0.7857142857142857|Equivalence
[NNS]|participations|engagements|0-0|0.7857142857142857|Equivalence
[JJ]|co-chairperson|co-chairman|0-0|0.7857142857142857|Equivalence
[JJ]|sexual-related|sex-related|0-0|0.7857142857142857|Equivalence
[VBG]|overestimating|overstating|0-0|0.7857142857142857|Equivalence
[JJ]|state-to-state|inter-state|0-0|0.7857142857142857|Equivalence
[NNPS]|authorisations|permissions|0-0|0.7857142857142857|Equivalence
[JJ]|insurmountable|insuperable|0-0|0.7857142857142857|Equivalence
[VBG]|circumscribing|restricting|0-0|0.7857142857142857|Equivalence
[NN]|counterfeiting|counterfeit|0-0|0.7857142857142857|Equivalence
[NN]|classification|classifying|0-0|0.7857142857142857|Equivalence
[VBG]|rehabilitating|reinstating|0-0|0.7857142857142857|Equivalence
[JJ]|party-to-party|inter-party|0-0|0.7857142857142857|Equivalence
[JJ]|multi-sectoral|multisector|0-0|0.7857142857142857|Equivalence
[NN]|malfunctioning|malfunction|0-0|0.7857142857142857|Equivalence
[NNP]|co-chairperson|co-chairman|0-0|0.7857142857142857|Equivalence
[NNP]|collaborations|cooperation|0-0|0.7857142857142857|Equivalence
[NNS]|collaborations|collaborate|0-0|0.7857142857142857|Equivalence
[JJ]|indian-chinese|india-china|0-0|0.7857142857142857|Equivalence
[NN]|anti-terrorist|anti-terror|0-0|0.7857142857142857|Equivalence
[JJ]|cihr-supported|cihr-funded|0-0|0.7857142857142857|Equivalence
[NN]|non-observance|non-respect|0-0|0.7857142857142857|Equivalence
[VBN]|interconnected|interlinked|0-0|0.7857142857142857|Equivalence
[VBN]|interconnected|interlocked|0-0|0.7857142857142857|Equivalence
[JJ]|multidrug-resistant|multi-resistant|0-0|0.7894736842105263|Equivalence
[JJ]|self-administration|self-management|0-0|0.7894736842105263|Equivalence
[JJ]|philippine-american|philippine-u.s.|0-0|0.7894736842105263|Equivalence
[NN]|self-administration|self-government|0-0|0.7894736842105263|Equivalence
[NN]|self-administration|self-management|0-0|0.7894736842105263|Equivalence
[JJ]|right-of-centre|center-right|0-0|0.8|Equivalence
[NN]|emigrating|emigrate|0-0|0.8|Equivalence
[NNS]|presenting|presents|0-0|0.8|Equivalence
[RB]|presumably|probably|0-0|0.8|Equivalence
[VBN]|restituted|returned|0-0|0.8|Equivalence
[NNS]|slovenians|slovenes|0-0|0.8|Equivalence
[JJ]|low-priced|low-cost|0-0|0.8|Equivalence
[NN]|under-implementation|underutilisation|0-0|0.8|Equivalence
[NN]|logistical|logistic|0-0|0.8|Equivalence
[VBN]|undermined|impaired|0-0|0.8|Equivalence
[JJ]|bears|bear|0-0|0.8|Equivalence
[JJ]|soils|soil|0-0|0.8|Equivalence
[JJ]|diagnosing|diagnose|0-0|0.8|Equivalence
[JJ]|analytical|analytic|0-0|0.8|Equivalence
[JJ]|gratifying|pleasing|0-0|0.8|Equivalence
[RB]|conscientiously|meticulously|0-0|0.8|Equivalence
[JJ]|horrendous|horrible|0-0|0.8|Equivalence
[VBZ]|protection|protects|0-0|0.8|Equivalence
[JJ]|irritating|annoying|0-0|0.8|Equivalence
[VBZ]|flourishes|prospers|0-0|0.8|Equivalence
[UH]|accomplishments|achievements|0-0|0.8|Equivalence
[VBN]|modernized|upgraded|0-0|0.8|Equivalence
[NN]|grandchild|grandson|0-0|0.8|Equivalence
[NN]|dilatation|dilation|0-0|0.8|Equivalence
[JJ]|groundless|baseless|0-0|0.8|Equivalence
[VBD]|re-opening|reopened|0-0|0.8|Equivalence
[NNPS]|components|elements|0-0|0.8|Equivalence
[RB]|adequately|properly|0-0|0.8|Equivalence
[RB]|items|item|0-0|0.8|Equivalence
[JJ]|kurds|kurd|0-0|0.8|Equivalence
[VBD]|capability|capacity|0-0|0.8|Equivalence
[VBN]|comparison|compared|0-0|0.8|Equivalence
[VBN]|reaffirmed|affirmed|0-0|0.8|Equivalence
[VBZ]|supervises|oversees|0-0|0.8|Equivalence
[JJ]|reaffirmed|reaffirm|0-0|0.8|Equivalence
[NN]|organising|organise|0-0|0.8|Equivalence
[NNS]|explosions|explodes|0-0|0.8|Equivalence
[IN]|until|till|0-0|0.8|Equivalence
[VBN]|diminished|weakened|0-0|0.8|Equivalence
[VBD]|recaptured|regained|0-0|0.8|Equivalence
[NN]|rethinking|re-think|0-0|0.8|Equivalence
[JJ]|achievable|feasible|0-0|0.8|Equivalence
[JJ]|ever-increasing|ever-growing|0-0|0.8|Equivalence
[JJ]|well-to-do|well-off|0-0|0.8|Equivalence
[NN]|troubleshooting|troubleshoot|0-0|0.8|Equivalence
[VBN]|photograph|pictured|0-0|0.8|Equivalence
[NN]|hooks|hook|0-0|0.8|Equivalence
[VBZ]|criticises|critique|0-0|0.8|Equivalence
[JJ]|unresolved|unsolved|0-0|0.8|Equivalence
[RB]|rigorously|strictly|0-0|0.8|Equivalence
[VBD]|withdrawal|withdrew|0-0|0.8|Equivalence
[NNPS]|agreements|treaties|0-0|0.8|Equivalence
[NN]|right-wing|rightist|0-0|0.8|Equivalence
[NNP]|nouri|nuri|0-0|0.8|Equivalence
[NN]|maximizing|maximize|0-0|0.8|Equivalence
[VBD]|comparison|compared|0-0|0.8|Equivalence
[JJ]|logistical|logistic|0-0|0.8|Equivalence
[NNS]|specialisations|specialities|0-0|0.8|Equivalence
[JJ]|orientated|oriented|0-0|0.8|Equivalence
[NN]|squabbling|squabble|0-0|0.8|Equivalence
[VBZ]|reiterates|reaffirm|0-0|0.8|Equivalence
[NNP]|fouad|fuad|0-0|0.8|Equivalence
[JJ]|evacuating|evacuate|0-0|0.8|Equivalence
[JJ]|trees|tree|0-0|0.8|Equivalence
[RB]|noticeably|markedly|0-0|0.8|Equivalence
[NNS]|launchings|launches|0-0|0.8|Equivalence
[JJ]|electrical|electric|0-0|0.8|Equivalence
[JJ]|elliptical|elliptic|0-0|0.8|Equivalence
[NNS]|steps|step|0-0|0.8|Equivalence
[JJ]|hosts|host|0-0|0.8|Equivalence
[NN]|diagnosing|diagnose|0-0|0.8|Equivalence
[JJ]|prosperous|thriving|0-0|0.8|Equivalence
[NN]|phasing-in|phase-in|0-0|0.8|Equivalence
[RB]|forcefully|forcibly|0-0|0.8|Equivalence
[NNS]|accomplishments|achievements|0-0|0.8|Equivalence
[JJ]|day-to-day|everyday|0-0|0.8|Equivalence
[NNP]|costs|cost|0-0|0.8|Equivalence
[VBN]|extradited|expelled|0-0|0.8|Equivalence
[VBN]|maintained|retained|0-0|0.8|Equivalence
[NNS]|acknowledgments|recognitions|0-0|0.8|Equivalence
[VB]|relinquish|renounce|0-0|0.8|Equivalence
[NN]|mobilizing|mobilize|0-0|0.8|Equivalence
[JJ]|diabolical|devilish|0-0|0.8|Equivalence
[JJ]|reimbursed|refunded|0-0|0.8|Equivalence
[NNS]|decision-makers|policymakers|0-0|0.8|Equivalence
[VBD]|influenced|impacted|0-0|0.8|Equivalence
[VBN]|undermined|hindered|0-0|0.8|Equivalence
[NNS]|sub-contractors|subcontracts|0-0|0.8|Equivalence
[NN]|dependable|reliable|0-0|0.8|Equivalence
[VBN]|diminished|decrease|0-0|0.8|Equivalence
[NNPS]|networking|networks|0-0|0.8|Equivalence
[JJ]|ever-increasing|ever-greater|0-0|0.8|Equivalence
[VBN]|repudiated|rejected|0-0|0.8|Equivalence
[NNS]|packagings|packings|0-0|0.8|Equivalence
[NN]|programmes|programs|0-0|0.8|Equivalence
[JJ]|minimizing|minimize|0-0|0.8|Equivalence
[NN]|geological|geologic|0-0|0.8|Equivalence
[VBZ]|emphasises|stresses|0-0|0.8|Equivalence
[VBG]|accumulate|accruing|0-0|0.8|Equivalence
[JJ]|users|user|0-0|0.8|Equivalence
[VBD]|downloaded|uploaded|0-0|0.8|Equivalence
[NNPS]|accomplishments|achievements|0-0|0.8|Equivalence
[VBD]|criticised|critique|0-0|0.8|Equivalence
[NN]|lawfulness|legality|0-0|0.8|Equivalence
[JJ]|enchanting|charming|0-0|0.8|Equivalence
[JJ]|dependable|reliable|0-0|0.8|Equivalence
[VBZ]|capability|capacity|0-0|0.8|Equivalence
[JJ]|higher-end|high-end|0-0|0.8|Equivalence
[JJ]|geological|geologic|0-0|0.8|Equivalence
[VBZ]|reconfirms|reaffirm|0-0|0.8|Equivalence
[VBP]|moult|molt|0-0|0.8|Equivalence
[VB]|reiterated|reaffirm|0-0|0.8|Equivalence
[CD]|09:05|9.05|0-0|0.8|Equivalence
[VBZ]|photograph|pictures|0-0|0.8|Equivalence
[RB]|completely|entirely|0-0|0.8|Equivalence
[VB]|reaffirmed|affirmed|0-0|0.8|Equivalence
[RB]|urges|urge|0-0|0.8|Equivalence
[JJ]|right-wing|rightist|0-0|0.8|Equivalence
[VBG]|decreasing|receding|0-0|0.8|Equivalence
[NN]|mould|mold|0-0|0.8|Equivalence
[VBD]|undermined|hindered|0-0|0.8|Equivalence
[NN]|euro-scepticism|eurosceptism|0-0|0.8|Equivalence
[RB]|ordinarily|normally|0-0|0.8|Equivalence
[UH]|variations|variants|0-0|0.8|Equivalence
[VB]|jeopardise|endanger|0-0|0.8|Equivalence
[JJ]|non-viable|unviable|0-0|0.8|Equivalence
[JJ]|naked|nude|0-0|0.8|Equivalence
[NNS]|engravings|etchings|0-0|0.8|Equivalence
[VBD]|reiterated|reaffirm|0-0|0.8|Equivalence
[CD]|01/01/2005|1.1.2005|0-0|0.8|Equivalence
[VBD]|reiterates|reaffirm|0-0|0.8|Equivalence
[JJ]|chinese-foreign|sino-foreign|0-0|0.8|Equivalence
[VBD]|inspecting|checking|0-0|0.8|Equivalence
[JJ]|micro-financing|microfinance|0-0|0.8|Equivalence
