[NN] ||| transplant ||| transplantation ||| 0-0 ||| 0.6666666666666666 ||| OtherRelated
[VBN] ||| deduced ||| excluded ||| 0-0 ||| 0.875 ||| Independent
[JJ] ||| 66 ||| sixty-six ||| 0-0 ||| 0.2222222222222222 ||| Equivalence
[VBD] ||| codified ||| consolidated ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBG] ||| initiating ||| detonating ||| 0-0 ||| 1.0 ||| Independent
[VBG] ||| fortifying ||| reinforcing ||| 0-0 ||| 0.9090909090909091 ||| OtherRelated
[VBZ] ||| explains ||| attributes ||| 0-0 ||| 0.8 ||| Independent
[VBN] ||| checked ||| cheched ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| subvented ||| supplemented ||| 0-0 ||| 0.75 ||| Independent
[VBZ] ||| answers ||| explains ||| 0-0 ||| 0.875 ||| Independent
[VBZ] ||| recalls ||| incorporates ||| 0-0 ||| 0.5833333333333334 ||| Independent
[NNS] ||| degrees ||| graduates ||| 0-0 ||| 0.7777777777777778 ||| OtherRelated
[VBN] ||| worn ||| dressed ||| 0-0 ||| 0.5714285714285714 ||| ReverseEntailment
[VBG] ||| introducing ||| implementing ||| 0-0 ||| 0.9166666666666666 ||| OtherRelated
[VBD] ||| revised ||| modifications ||| 0-0 ||| 0.5384615384615384 ||| Independent
[NNS] ||| revolts ||| revolutions ||| 0-0 ||| 0.6363636363636364 ||| ForwardEntailment
[NN] ||| bike ||| motorbike ||| 0-0 ||| 0.4444444444444444 ||| ReverseEntailment
[NNS] ||| connections ||| commitments ||| 0-0 ||| 1.0 ||| Independent
[NNS] ||| accomplished ||| achievements ||| 0-0 ||| 1.0 ||| Independent
[VBG] ||| ceasing ||| abandoning ||| 0-0 ||| 0.7 ||| OtherRelated
[VBN] ||| treated ||| categorized ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBN] ||| dedicated ||| substantiated ||| 0-0 ||| 0.6923076923076923 ||| Independent
[VBG] ||| dedicating ||| allocating ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| values ||| concentrations ||| 0-0 ||| 0.42857142857142855 ||| Independent
[VBZ] ||| ceases ||| extinguishes ||| 0-0 ||| 0.5 ||| Independent
[VBZ] ||| identifies ||| articulates ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBD] ||| rejected ||| approved ||| 0-0 ||| 1.0 ||| Independent
[NNS] ||| e-mails ||| mailings ||| 0-0 ||| 0.875 ||| Independent
[VBN] ||| regulated ||| delineated ||| 0-0 ||| 0.9 ||| Independent
[VBD] ||| managing ||| governance ||| 0-0 ||| 0.8 ||| OtherRelated
[VBG] ||| impairing ||| jeopardising ||| 0-0 ||| 0.75 ||| Independent
[VBG] ||| sheltering ||| accommodation ||| 0-0 ||| 0.7692307692307693 ||| Independent
[VBD] ||| managed ||| governance ||| 0-0 ||| 0.7 ||| OtherRelated
[VBZ] ||| conducts ||| investigates ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBN] ||| detected ||| indicated ||| 0-0 ||| 0.8888888888888888 ||| Independent
[JJ] ||| enlarged ||| enlarging ||| 0-0 ||| 0.8888888888888888 ||| Independent
[NNS] ||| atmospheres ||| circumstances ||| 0-0 ||| 0.8461538461538461 ||| Independent
[VBN] ||| originated ||| contributed ||| 0-0 ||| 0.9090909090909091 ||| Independent
[NNS] ||| venues ||| avenues ||| 0-0 ||| 0.8571428571428571 ||| ReverseEntailment
[NNS] ||| shortages ||| shortfalls ||| 0-0 ||| 0.9 ||| Equivalence
[NNPS] ||| context ||| considerations ||| 0-0 ||| 0.5 ||| Independent
[NNS] ||| leaflets ||| pamphlets ||| 0-0 ||| 0.8888888888888888 ||| Equivalence
[VBD] ||| described ||| demonstrated ||| 0-0 ||| 0.75 ||| Independent
[VBG] ||| reclaiming ||| recuperating ||| 0-0 ||| 0.8333333333333334 ||| OtherRelated
[VBD] ||| harmonised ||| streamlined ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBZ] ||| fostering ||| contributes ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBZ] ||| fosters ||| contributes ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBZ] ||| foster ||| contributes ||| 0-0 ||| 0.5454545454545454 ||| Independent
[JJ] ||| sino-uzbek ||| sino-ukrainian ||| 0-0 ||| 0.7142857142857143 ||| Equivalence
[NNS] ||| bombings ||| airstrikes ||| 0-0 ||| 0.8 ||| Independent
[JJ] ||| signing ||| signature ||| 0-0 ||| 0.7777777777777778 ||| OtherRelated
[NNS] ||| tours ||| tourists ||| 0-0 ||| 0.625 ||| Independent
[VBD] ||| caught ||| tackled ||| 0-0 ||| 0.8571428571428571 ||| Independent
[VBN] ||| revived ||| refurbished ||| 0-0 ||| 0.6363636363636364 ||| Independent
[NNS] ||| evaluations ||| estimations ||| 0-0 ||| 1.0 ||| Independent
[VBD] ||| staged ||| arrangements ||| 0-0 ||| 0.5 ||| Independent
[VBG] ||| connecting ||| incorporating ||| 0-0 ||| 0.7692307692307693 ||| Independent
[VBZ] ||| inquiries ||| questions ||| 0-0 ||| 1.0 ||| Independent
[VBG] ||| relating ||| participating ||| 0-0 ||| 0.6153846153846154 ||| Independent
[VBG] ||| bettering ||| perfecting ||| 0-0 ||| 0.9 ||| Independent
[VBN] ||| deleted ||| annihilated ||| 0-0 ||| 0.6363636363636364 ||| Independent
[NNS] ||| actors ||| creators ||| 0-0 ||| 0.75 ||| Independent
[NNS] ||| connections ||| associations ||| 0-0 ||| 0.9166666666666666 ||| Independent
[VBD] ||| drop ||| declined ||| 0-0 ||| 0.5 ||| ForwardEntailment
[VBD] ||| drop ||| declines ||| 0-0 ||| 0.5 ||| ForwardEntailment
[VBD] ||| decline ||| dropped ||| 0-0 ||| 1.0 ||| ForwardEntailment
[VBG] ||| globalizing ||| globalization ||| 0-0 ||| 0.8461538461538461 ||| OtherRelated
[VBD] ||| dropped ||| declined ||| 0-0 ||| 0.875 ||| ForwardEntailment
[VBN] ||| evaluated ||| scrutinised ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBZ] ||| fosters ||| prioritises ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBD] ||| dropped ||| declines ||| 0-0 ||| 0.875 ||| ForwardEntailment
[VBN] ||| modified ||| identified ||| 0-0 ||| 0.8 ||| Independent
[NN] ||| sax ||| saxophone ||| 0-0 ||| 0.3333333333333333 ||| OtherRelated
[NNS] ||| councils ||| communities ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBZ] ||| invites ||| facilitates ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBD] ||| widened ||| heightened ||| 0-0 ||| 0.7 ||| Independent
[VBG] ||| popularizing ||| generalizing ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| envisages ||| anticipates ||| 0-0 ||| 0.8181818181818182 ||| Independent
[NN] ||| e-commerce ||| e-business ||| 0-0 ||| 1.0 ||| OtherRelated
[VBD] ||| promoting ||| furthered ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| organized ||| coordinated ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBD] ||| promote ||| furthered ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBN] ||| traversed ||| transcended ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBZ] ||| explores ||| exemplifies ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBN] ||| donated ||| generated ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBZ] ||| conventions ||| incorporates ||| 0-0 ||| 0.9166666666666666 ||| Independent
[VBD] ||| promoted ||| furthered ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBN] ||| organized ||| co-ordinated ||| 0-0 ||| 0.75 ||| Independent
[NNS] ||| commitments ||| requirements ||| 0-0 ||| 0.9166666666666666 ||| Independent
[NN] ||| normalisation ||| standardisation ||| 0-0 ||| 0.8666666666666667 ||| Equivalence
[VBN] ||| transformed ||| incorporated ||| 0-0 ||| 0.9166666666666666 ||| Independent
[VBZ] ||| concurs ||| concludes ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBZ] ||| deepens ||| improves ||| 0-0 ||| 0.875 ||| Independent
[VBD] ||| courses ||| progressed ||| 0-0 ||| 0.7 ||| Independent
[VBZ] ||| knows ||| kknows ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBD] ||| course ||| progressed ||| 0-0 ||| 0.6 ||| Independent
[VBZ] ||| allocates ||| implements ||| 0-0 ||| 0.9 ||| Independent
[NNS] ||| conurbations ||| concentrations ||| 0-0 ||| 0.8571428571428571 ||| Independent
[NNP] ||| funding ||| financing ||| 0-0 ||| 0.7777777777777778 ||| Equivalence
[VBN] ||| designated ||| contemplated ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBZ] ||| briefing ||| informative ||| 0-0 ||| 0.7272727272727273 ||| OtherRelated
[VBG] ||| promoting ||| contributing ||| 0-0 ||| 0.75 ||| Independent
[NNS] ||| coolants ||| refrigerants ||| 0-0 ||| 0.6666666666666666 ||| Equivalence
[VBG] ||| pinpointing ||| identifying ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| linked ||| relationships ||| 0-0 ||| 0.46153846153846156 ||| Independent
[VBN] ||| permitted ||| providedimproved ||| 0-0 ||| 0.5625 ||| Independent
[VBZ] ||| awareness ||| informing ||| 0-0 ||| 1.0 ||| Independent
[NNS] ||| therapeutics ||| pharmaceuticals ||| 0-0 ||| 0.8 ||| Independent
[NN] ||| underutilisation ||| under-implementation ||| 0-0 ||| 0.8 ||| Equivalence
[JJ] ||| exciting ||| exhilarating ||| 0-0 ||| 0.6666666666666666 ||| Equivalence
[VBD] ||| derived ||| retrieved ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBN] ||| facilitated ||| substantiated ||| 0-0 ||| 0.8461538461538461 ||| Independent
[VBZ] ||| adhere ||| shares ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| shares ||| adheres ||| 0-0 ||| 0.8571428571428571 ||| Independent
[NNS] ||| divisions ||| distributions ||| 0-0 ||| 0.6923076923076923 ||| OtherRelated
[JJ] ||| disadvantaged ||| under-privileged ||| 0-0 ||| 0.8125 ||| Equivalence
[NNS] ||| divisions ||| distribution ||| 0-0 ||| 0.75 ||| OtherRelated
[NNS] ||| candidacies ||| candidatures ||| 0-0 ||| 0.9166666666666666 ||| Equivalence
[VBZ] ||| intrudes ||| intersects ||| 0-0 ||| 0.8 ||| Independent
[VBN] ||| renewed ||| revisited ||| 0-0 ||| 0.7777777777777778 ||| Independent
[NNS] ||| masons ||| freemasons ||| 0-0 ||| 0.6 ||| ForwardEntailment
[NNS] ||| exams ||| examiners ||| 0-0 ||| 0.5555555555555556 ||| ReverseEntailment
[NNS] ||| folders ||| sub-folders ||| 0-0 ||| 0.6363636363636364 ||| ForwardEntailment
[VBN] ||| translated ||| materialised ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBD] ||| resumed ||| reactivated ||| 0-0 ||| 0.6363636363636364 ||| Independent
[NNS] ||| visuals ||| visualizations ||| 0-0 ||| 0.5 ||| Independent
[VBD] ||| retained ||| reaffirmed ||| 0-0 ||| 0.8 ||| Independent
[VBZ] ||| expands ||| develops ||| 0-0 ||| 0.875 ||| Independent
[VBG] ||| receding ||| reconsidering ||| 0-0 ||| 0.6153846153846154 ||| Independent
[VBN] ||| shorted ||| short-circuited ||| 0-0 ||| 0.4666666666666667 ||| OtherRelated
[VBD] ||| outweighed ||| outstripped ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBN] ||| characterized ||| distinguishable ||| 0-0 ||| 0.8666666666666667 ||| Independent
[JJ] ||| network ||| networks ||| 0-0 ||| 0.875 ||| OtherRelated
[JJ] ||| unnecessary ||| superfluous ||| 0-0 ||| 1.0 ||| Equivalence
[VBD] ||| committed ||| constituted ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBN] ||| caught ||| replicated ||| 0-0 ||| 0.6 ||| Independent
[VBD] ||| sponsored ||| supporting ||| 0-0 ||| 0.9 ||| OtherRelated
[VBD] ||| sponsored ||| supported ||| 0-0 ||| 1.0 ||| OtherRelated
[VBD] ||| support ||| sponsored ||| 0-0 ||| 0.7777777777777778 ||| OtherRelated
[JJ] ||| directorate-general ||| directorates-general ||| 0-0 ||| 0.95 ||| Independent
[VBZ] ||| guards ||| protects ||| 0-0 ||| 0.75 ||| Independent
[VBZ] ||| contains ||| contributes ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBD] ||| reasserted ||| re-emphasised ||| 0-0 ||| 0.7692307692307693 ||| Independent
[VBD] ||| offered ||| referred ||| 0-0 ||| 0.875 ||| Independent
[VBG] ||| indicating ||| constituting ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBG] ||| devising ||| developing ||| 0-0 ||| 0.8 ||| Independent
[VBZ] ||| implements ||| demonstrates ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBN] ||| weakened ||| diminished ||| 0-0 ||| 0.8 ||| Equivalence
[VBG] ||| develop ||| devising ||| 0-0 ||| 0.875 ||| Independent
[NNS] ||| fills ||| fillers ||| 0-0 ||| 0.7142857142857143 ||| ForwardEntailment
[VBD] ||| regained ||| retrieved ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBG] ||| organizing ||| systematizing ||| 0-0 ||| 0.7692307692307693 ||| Independent
[VBZ] ||| relates ||| permeates ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBD] ||| assigned ||| attributed ||| 0-0 ||| 0.8 ||| Independent
[VBD] ||| created ||| manufactured ||| 0-0 ||| 0.5833333333333334 ||| Independent
[VBZ] ||| monitors ||| evaluates ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBG] ||| mobilizing ||| organizing ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| selects ||| nominates ||| 0-0 ||| 0.7777777777777778 ||| OtherRelated
[VBZ] ||| frees ||| releases ||| 0-0 ||| 0.625 ||| OtherRelated
[VBZ] ||| free ||| releases ||| 0-0 ||| 0.5 ||| OtherRelated
[VBG] ||| raging ||| ravaging ||| 0-0 ||| 0.75 ||| Independent
[VBN] ||| activity ||| activated ||| 0-0 ||| 0.8888888888888888 ||| Independent
[NNS] ||| translates ||| translations ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBZ] ||| analyses ||| identifies ||| 0-0 ||| 0.8 ||| Independent
[VBZ] ||| permits ||| incorporates ||| 0-0 ||| 0.5833333333333334 ||| Independent
[NN] ||| size ||| sized ||| 0-0 ||| 0.8 ||| Equivalence
[VBN] ||| explained ||| demonstrated ||| 0-0 ||| 0.75 ||| Independent
[NNS] ||| intercepts ||| interdictions ||| 0-0 ||| 0.7692307692307693 ||| Independent
[NNS] ||| signatures ||| agreements ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| designates ||| articulates ||| 0-0 ||| 0.9090909090909091 ||| Independent
[NNS] ||| translators ||| translations ||| 0-0 ||| 0.9166666666666666 ||| OtherRelated
[NNS] ||| innovators ||| innovations ||| 0-0 ||| 0.9090909090909091 ||| OtherRelated
[NNS] ||| innovation ||| innovators ||| 0-0 ||| 1.0 ||| OtherRelated
[VBN] ||| told ||| explained ||| 0-0 ||| 0.4444444444444444 ||| Independent
[VBN] ||| told ||| explain ||| 0-0 ||| 0.5714285714285714 ||| Independent
[VBZ] ||| restricts ||| interferes ||| 0-0 ||| 0.9 ||| Independent
[NNS] ||| parliament ||| assemblies ||| 0-0 ||| 1.0 ||| ForwardEntailment
[NNS] ||| assemblies ||| parliaments ||| 0-0 ||| 0.9090909090909091 ||| ForwardEntailment
[VBZ] ||| stops ||| inhibits ||| 0-0 ||| 0.625 ||| Independent
[VB] ||| lay ||| like ||| 0-0 ||| 0.75 ||| Independent
[VBD] ||| ascertained ||| established ||| 0-0 ||| 1.0 ||| OtherRelated
[VBD] ||| suggested ||| summarized ||| 0-0 ||| 0.9 ||| Independent
[VBG] ||| solving ||| settling ||| 0-0 ||| 0.875 ||| Equivalence
[VBN] ||| located ||| attributed ||| 0-0 ||| 0.7 ||| Independent
[VBZ] ||| enforces ||| entrenches ||| 0-0 ||| 0.8 ||| Independent
[VBN] ||| imposed ||| limitations ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBN] ||| legalised ||| authorised ||| 0-0 ||| 0.9 ||| Independent
[JJ] ||| self-enforcing ||| self-executing ||| 0-0 ||| 1.0 ||| OtherRelated
[NN] ||| signed ||| signing ||| 0-0 ||| 0.8571428571428571 ||| OtherRelated
[VBZ] ||| re-affirms ||| reconfirms ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| revamped ||| re-engineered ||| 0-0 ||| 0.6153846153846154 ||| Independent
[NNS] ||| shelling ||| bombings ||| 0-0 ||| 1.0 ||| OtherRelated
[NNS] ||| bombings ||| shellings ||| 0-0 ||| 0.8888888888888888 ||| OtherRelated
[VBN] ||| suspected ||| hypothesized ||| 0-0 ||| 0.75 ||| Independent
[VBZ] ||| matters ||| components ||| 0-0 ||| 0.7 ||| Independent
[VBN] ||| assisted ||| participated ||| 0-0 ||| 0.6666666666666666 ||| OtherRelated
[JJ] ||| impacted ||| affected ||| 0-0 ||| 1.0 ||| Equivalence
[NNS] ||| representative ||| representations ||| 0-0 ||| 0.9333333333333333 ||| Independent
[NNS] ||| representation ||| representatives ||| 0-0 ||| 0.9333333333333333 ||| Independent
[NNS] ||| representatives ||| representations ||| 0-0 ||| 1.0 ||| Independent
[VBD] ||| resumed ||| re-established ||| 0-0 ||| 0.5 ||| Independent
[NNS] ||| illustrations ||| representations ||| 0-0 ||| 0.8666666666666667 ||| Independent
[VBD] ||| registered ||| recognised ||| 0-0 ||| 1.0 ||| Independent
[VBD] ||| confirmed ||| investigated ||| 0-0 ||| 0.75 ||| Independent
[VBD] ||| inserted ||| instituted ||| 0-0 ||| 0.8 ||| Independent
[VBN] ||| exerted ||| extracted ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBZ] ||| suggests ||| investigation ||| 0-0 ||| 0.6153846153846154 ||| Independent
[VBD] ||| deducted ||| collected ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBN] ||| created ||| educated ||| 0-0 ||| 0.875 ||| Independent
[VBN] ||| coupled ||| compiled ||| 0-0 ||| 0.875 ||| Independent
[NNS] ||| commitments ||| requirements ||| 0-0 ||| 0.9166666666666666 ||| Independent
[NN] ||| birthday ||| anniversary ||| 0-0 ||| 0.7272727272727273 ||| OtherRelated
[VBZ] ||| bodies ||| organization ||| 0-0 ||| 0.5 ||| ForwardEntailment
[VBN] ||| classified ||| conceptualized ||| 0-0 ||| 0.7142857142857143 ||| Independent
[VBN] ||| interviewed ||| investigated ||| 0-0 ||| 0.9166666666666666 ||| Independent
[VBZ] ||| stops ||| avoids ||| 0-0 ||| 0.8333333333333334 ||| Independent
[NNS] ||| reps ||| representations ||| 0-0 ||| 0.26666666666666666 ||| Independent
[VBZ] ||| explains ||| exemplifies ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBZ] ||| retains ||| restores ||| 0-0 ||| 0.875 ||| Independent
[VBD] ||| bolstered ||| exacerbated ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBD] ||| considered ||| scrutinized ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBG] ||| exacerbating ||| contributing ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| adjudged ||| adjudicated ||| 0-0 ||| 0.7272727272727273 ||| Independent
[JJ] ||| timor ||| timorese ||| 0-0 ||| 0.625 ||| OtherRelated
[VBN] ||| attained ||| implemented ||| 0-0 ||| 0.7272727272727273 ||| Independent
[NNS] ||| speakers ||| representatives ||| 0-0 ||| 0.5333333333333333 ||| Independent
[NNS] ||| speakers ||| representative ||| 0-0 ||| 0.5714285714285714 ||| Independent
[VBZ] ||| removes ||| abolishes ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBN] ||| regionalised ||| regionalized ||| 0-0 ||| 1.0 ||| Equivalence
[VBZ] ||| recalls ||| recognizes ||| 0-0 ||| 0.7 ||| Independent
[VB] ||| dovetail ||| co-ordinate ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBN] ||| combined ||| commingled ||| 0-0 ||| 0.8 ||| Independent
[NN] ||| adapting ||| adaptation ||| 0-0 ||| 0.8 ||| Equivalence
[VBN] ||| impaired ||| unimpaired ||| 0-0 ||| 0.8 ||| ReverseEntailment
[UH] ||| lectures ||| conferences ||| 0-0 ||| 0.7272727272727273 ||| OtherRelated
[VBN] ||| erased ||| reversed ||| 0-0 ||| 0.75 ||| Independent
[VBN] ||| restored ||| repaired ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| conducts ||| implementation ||| 0-0 ||| 0.5714285714285714 ||| Independent
[VBG] ||| motivating ||| reactivating ||| 0-0 ||| 0.8333333333333334 ||| Independent
[NNS] ||| derivates ||| derivatives ||| 0-0 ||| 0.8181818181818182 ||| Equivalence
[RB] ||| define ||| defines ||| 0-0 ||| 0.8571428571428571 ||| Equivalence
[VBN] ||| reopened ||| rehabilitated ||| 0-0 ||| 0.6153846153846154 ||| Independent
[VBN] ||| rotated ||| disseminated ||| 0-0 ||| 0.5833333333333334 ||| Independent
[VBD] ||| gathered ||| assembled ||| 0-0 ||| 0.8888888888888888 ||| OtherRelated
[JJ] ||| second-language ||| french-as-a-second-language ||| 0-0 ||| 0.5555555555555556 ||| ForwardEntailment
[VBZ] ||| bolsters ||| enhances ||| 0-0 ||| 1.0 ||| Independent
[VBG] ||| depicting ||| characterizing ||| 0-0 ||| 0.6428571428571429 ||| Independent
[VBZ] ||| retains ||| restores ||| 0-0 ||| 0.875 ||| Independent
[VBD] ||| valued ||| evaluations ||| 0-0 ||| 0.5454545454545454 ||| Independent
[VBN] ||| established ||| consolidated ||| 0-0 ||| 0.9166666666666666 ||| Independent
[NNS] ||| estimations ||| predictions ||| 0-0 ||| 1.0 ||| Independent
[VBG] ||| checking ||| scrutinizing ||| 0-0 ||| 0.6666666666666666 ||| Independent
[NNS] ||| mistakes ||| misstatements ||| 0-0 ||| 0.6153846153846154 ||| ReverseEntailment
[NNS] ||| confusions ||| misunderstandings ||| 0-0 ||| 0.5882352941176471 ||| OtherRelated
[VBZ] ||| provokes ||| procures ||| 0-0 ||| 1.0 ||| Independent
[VBG] ||| validating ||| liquidating ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBG] ||| emanating ||| generating ||| 0-0 ||| 0.9 ||| Independent
[VBZ] ||| asserts ||| estimates ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBN] ||| compared ||| evaluated ||| 0-0 ||| 0.8888888888888888 ||| Independent
[CD] ||| .02 ||| 0.02 ||| 0-0 ||| 0.75 ||| OtherRelated
[NNPS] ||| provisions ||| regulations ||| 0-0 ||| 0.9090909090909091 ||| Equivalence
[VBZ] ||| survives ||| subsists ||| 0-0 ||| 1.0 ||| OtherRelated
[VBZ] ||| support ||| complements ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBZ] ||| supports ||| complements ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBZ] ||| identifies ||| characterises ||| 0-0 ||| 0.7692307692307693 ||| Independent
[VBN] ||| converted ||| consolidated ||| 0-0 ||| 0.75 ||| Independent
[NNS] ||| capacities ||| competences ||| 0-0 ||| 0.9090909090909091 ||| OtherRelated
[VBN] ||| recalled ||| acknowledged ||| 0-0 ||| 0.6666666666666666 ||| Independent
[NNS] ||| entrepreneurs ||| industrialists ||| 0-0 ||| 0.9285714285714286 ||| OtherRelated
[VBN] ||| relocated ||| dislocated ||| 0-0 ||| 0.9 ||| Independent
[VBN] ||| shaken ||| shattered ||| 0-0 ||| 0.6666666666666666 ||| Independent
[JJS] ||| honest ||| sincerest ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBZ] ||| maintains ||| guarantee ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| declares ||| designates ||| 0-0 ||| 0.8 ||| Independent
[VBZ] ||| prevents ||| restricts ||| 0-0 ||| 0.8888888888888888 ||| Independent
[UH] ||| arms ||| weapons ||| 0-0 ||| 0.5714285714285714 ||| OtherRelated
[VBZ] ||| maintains ||| guarantees ||| 0-0 ||| 0.9 ||| Independent
[NNS] ||| campaigners ||| practitioners ||| 0-0 ||| 0.8461538461538461 ||| Independent
[RB] ||| perhaps ||| possibly ||| 0-0 ||| 0.875 ||| Independent
[VBG] ||| comprising ||| representing ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBG] ||| diminishing ||| undermining ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| charged ||| responsible ||| 0-0 ||| 0.6363636363636364 ||| Independent
[NNS] ||| archives ||| archivists ||| 0-0 ||| 0.8 ||| OtherRelated
[VBZ] ||| fall ||| decreases ||| 0-0 ||| 0.4444444444444444 ||| Equivalence
[VBZ] ||| falls ||| decreases ||| 0-0 ||| 0.5555555555555556 ||| Equivalence
[VBG] ||| revisiting ||| re-assessing ||| 0-0 ||| 0.8333333333333334 ||| OtherRelated
[VBN] ||| fined ||| disciplined ||| 0-0 ||| 0.45454545454545453 ||| Independent
[NNP] ||| east ||| eastern ||| 0-0 ||| 0.5714285714285714 ||| Equivalence
[VBN] ||| improved ||| consolidated ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBG] ||| infecting ||| afflicting ||| 0-0 ||| 0.9 ||| Independent
[VBG] ||| inspiring ||| instilling ||| 0-0 ||| 0.9 ||| Independent
[VBD] ||| devoted ||| allocated ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBG] ||| hindering ||| jeopardizing ||| 0-0 ||| 0.75 ||| Independent
[VBD] ||| committed ||| commencement ||| 0-0 ||| 0.75 ||| Independent
[RB] ||| strikingly ||| remarkably ||| 0-0 ||| 1.0 ||| Equivalence
[VBG] ||| banning ||| prohibition ||| 0-0 ||| 0.6363636363636364 ||| Equivalence
[VBG] ||| contradicting ||| counteracting ||| 0-0 ||| 1.0 ||| OtherRelated
[VBD] ||| wrote ||| circulated ||| 0-0 ||| 0.5 ||| Independent
[NNS] ||| dying ||| killings ||| 0-0 ||| 0.625 ||| Independent
[VBN] ||| restored ||| recommenced ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBG] ||| decoupling ||| uncoupling ||| 0-0 ||| 1.0 ||| OtherRelated
[VBD] ||| explained ||| identified ||| 0-0 ||| 0.9 ||| Independent
[VBN] ||| seized ||| emphasized ||| 0-0 ||| 0.6 ||| Independent
[VBD] ||| identify ||| explained ||| 0-0 ||| 0.8888888888888888 ||| Independent
[NN] ||| nothing ||| anything ||| 0-0 ||| 0.875 ||| ForwardEntailment
[VBZ] ||| alters ||| corrects ||| 0-0 ||| 0.75 ||| Independent
[VBN] ||| enlarged ||| increased ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBZ] ||| resells ||| distributes ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBN] ||| attracted ||| participated ||| 0-0 ||| 0.75 ||| Independent
[VBN] ||| concretised ||| materialised ||| 0-0 ||| 0.9166666666666666 ||| Independent
[VBG] ||| hastening ||| accelerating ||| 0-0 ||| 0.75 ||| Independent
[VBZ] ||| assesses ||| assembles ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBD] ||| invited ||| instituted ||| 0-0 ||| 0.7 ||| Independent
[IN] ||| prepare ||| preparing ||| 0-0 ||| 0.7777777777777778 ||| OtherRelated
[VBG] ||| proceeding ||| prosecuting ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBZ] ||| delivers ||| produces ||| 0-0 ||| 1.0 ||| OtherRelated
[VBD] ||| conducted ||| collected ||| 0-0 ||| 1.0 ||| Independent
[VBG] ||| jacking ||| hijacking ||| 0-0 ||| 0.7777777777777778 ||| Independent
